Source Term ID	Source Term	Mapped Term Label	Mapped Term IRI	Mapped Term CURIE	IS_DISEASE	IS_MEASUREMENT	IS_PHENOTYPE	IS_AMOUNT	IS_PROCESS
NCIT:C27910	Mature B-Cell Neoplasm	neoplasm of mature B-cells	http://www.ebi.ac.uk/efo/EFO_0000096	EFO:0000096	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3457	B-Cell Non-Hodgkin Lymphoma	neoplasm of mature B-cells	http://www.ebi.ac.uk/efo/EFO_0000096	EFO:0000096	TRUE	FALSE	FALSE	FALSE	FALSE
CL:0000236	B cell	obsolete_B-lymphocyte	http://www.ebi.ac.uk/efo/EFO_0000097	EFO:0000097	FALSE	FALSE	FALSE	FALSE	FALSE
CL:0000236	B cell	obsolete_B lymphocyte	http://www.ebi.ac.uk/efo/EFO_0000102	EFO:0000102	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000614	hypothalamus	obsolete_hypothalamus	http://www.ebi.ac.uk/efo/EFO_0000107	EFO:0000107	FALSE	FALSE	FALSE	FALSE	FALSE
EMAPA:17536	hypothalamus	obsolete_hypothalamus	http://www.ebi.ac.uk/efo/EFO_0000107	EFO:0000107	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:62008	Hypothalamus	obsolete_hypothalamus	http://www.ebi.ac.uk/efo/EFO_0000107	EFO:0000107	FALSE	FALSE	FALSE	FALSE	FALSE
MA:0000173	hypothalamus	obsolete_hypothalamus	http://www.ebi.ac.uk/efo/EFO_0000107	EFO:0000107	FALSE	FALSE	FALSE	FALSE	FALSE
ZFA:0000032	hypothalamus	obsolete_hypothalamus	http://www.ebi.ac.uk/efo/EFO_0000107	EFO:0000107	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001362	olfactory lobe	obsolete_olfactory lobe	http://www.ebi.ac.uk/efo/EFO_0000108	EFO:0000108	FALSE	FALSE	FALSE	FALSE	FALSE
EMAPA:17778	olfactory lobe	obsolete_olfactory lobe	http://www.ebi.ac.uk/efo/EFO_0000108	EFO:0000108	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:77624	Olfactory bulb	obsolete_olfactory lobe	http://www.ebi.ac.uk/efo/EFO_0000108	EFO:0000108	FALSE	FALSE	FALSE	FALSE	FALSE
ZFA:0000402	olfactory bulb	obsolete_olfactory lobe	http://www.ebi.ac.uk/efo/EFO_0000108	EFO:0000108	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001279	spinal cord	obsolete_spinal cord	http://www.ebi.ac.uk/efo/EFO_0000110	EFO:0000110	FALSE	FALSE	FALSE	FALSE	FALSE
EMAPA:17577	spinal cord	obsolete_spinal cord	http://www.ebi.ac.uk/efo/EFO_0000110	EFO:0000110	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:7647	Spinal cord	obsolete_spinal cord	http://www.ebi.ac.uk/efo/EFO_0000110	EFO:0000110	FALSE	FALSE	FALSE	FALSE	FALSE
MA:0000216	spinal cord	obsolete_spinal cord	http://www.ebi.ac.uk/efo/EFO_0000110	EFO:0000110	FALSE	FALSE	FALSE	FALSE	FALSE
XAO:0000020	spinal cord	obsolete_spinal cord	http://www.ebi.ac.uk/efo/EFO_0000110	EFO:0000110	FALSE	FALSE	FALSE	FALSE	FALSE
ZFA:0000075	spinal cord	obsolete_spinal cord	http://www.ebi.ac.uk/efo/EFO_0000110	EFO:0000110	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:3369	Ewing sarcoma	obsolete_Ewing family tumor	http://www.ebi.ac.uk/efo/EFO_0000173	EFO:0000173	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:0050608	Askin's tumor	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	EFO:0000174	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:3369	Ewing sarcoma	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	EFO:0000174	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000174	Ewing sarcoma	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	EFO:0000174	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0012817	Ewing sarcoma	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	EFO:0000174	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4817	Ewing Sarcoma	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	EFO:0000174	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C7542	Askin Tumor	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	EFO:0000174	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C9341	Peripheral Primitive Neuroectodermal Tumor	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	EFO:0000174	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:10538	gastric fundus cancer	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	EFO:0000178	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:5517	stomach carcinoma	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	EFO:0000178	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000178	gastric carcinoma	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	EFO:0000178	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004950	gastric carcinoma	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	EFO:0000178	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4911	Gastric Carcinoma	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	EFO:0000178	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:5520	head and neck squamous cell carcinoma	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	EFO:0000181	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000181	head and neck squamous cell carcinoma	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	EFO:0000181	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0010150	head and neck squamous cell carcinoma	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	EFO:0000181	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C34447	Head and Neck Squamous Cell Carcinoma	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	EFO:0000181	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:684	hepatocellular carcinoma	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	EFO:0000182	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:686	liver carcinoma	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	EFO:0000182	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000182	hepatocellular carcinoma	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	EFO:0000182	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0007256	hepatocellular carcinoma	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	EFO:0000182	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3099	Hepatocellular Carcinoma	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	EFO:0000182	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:8567	Hodgkin's lymphoma	Hodgkins lymphoma	http://www.ebi.ac.uk/efo/EFO_0000183	EFO:0000183	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000183	Hodgkins lymphoma	Hodgkins lymphoma	http://www.ebi.ac.uk/efo/EFO_0000183	EFO:0000183	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004952	Hodgkins lymphoma	Hodgkins lymphoma	http://www.ebi.ac.uk/efo/EFO_0000183	EFO:0000183	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C9357	Hodgkin Lymphoma	Hodgkins lymphoma	http://www.ebi.ac.uk/efo/EFO_0000183	EFO:0000183	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:3008	invasive ductal carcinoma	invasive breast ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	EFO:0000186	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000186	invasive breast ductal carcinoma	invasive breast ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	EFO:0000186	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004953	invasive ductal breast carcinoma	invasive breast ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	EFO:0000186	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4194	Invasive Breast Carcinoma of No Special Type	invasive breast ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	EFO:0000186	TRUE	FALSE	FALSE	FALSE	FALSE
BTO:0002071	Kaposi's sarcoma cell	Kaposi's sarcoma cell	http://www.ebi.ac.uk/efo/EFO_0000187	EFO:0000187	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:0050909	extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue	MALT lymphoma	http://www.ebi.ac.uk/efo/EFO_0000191	EFO:0000191	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000191	MALT lymphoma	MALT lymphoma	http://www.ebi.ac.uk/efo/EFO_0000191	EFO:0000191	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0007650	MALT lymphoma	MALT lymphoma	http://www.ebi.ac.uk/efo/EFO_0000191	EFO:0000191	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3898	Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue	MALT lymphoma	http://www.ebi.ac.uk/efo/EFO_0000191	EFO:0000191	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:3687	MELAS syndrome	obsolete_MELAS syndrome	http://www.ebi.ac.uk/efo/EFO_0000192	EFO:0000192	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:5940	malignant peripheral nerve sheath tumor	obsolete_malignant peripheral nerve sheath tumor class	http://www.ebi.ac.uk/efo/EFO_0000194	EFO:0000194	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:14221	abdominal obesity-metabolic syndrome 1	metabolic syndrome	http://www.ebi.ac.uk/efo/EFO_0000195	EFO:0000195	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000196	metastatic prostate cancer	metastatic prostate cancer	http://www.ebi.ac.uk/efo/EFO_0000196	EFO:0000196	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004956	metastatic prostate carcinoma	metastatic prostate cancer	http://www.ebi.ac.uk/efo/EFO_0000196	EFO:0000196	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C8946	Metastatic Prostate Carcinoma	metastatic prostate cancer	http://www.ebi.ac.uk/efo/EFO_0000196	EFO:0000196	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:3030	mucinous adenocarcinoma	mucinous carcinoma	http://www.ebi.ac.uk/efo/EFO_0000197	EFO:0000197	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000197	mucinous carcinoma	mucinous carcinoma	http://www.ebi.ac.uk/efo/EFO_0000197	EFO:0000197	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004957	mucinous adenocarcinoma	mucinous carcinoma	http://www.ebi.ac.uk/efo/EFO_0000197	EFO:0000197	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C26712	Mucinous Adenocarcinoma	mucinous carcinoma	http://www.ebi.ac.uk/efo/EFO_0000197	EFO:0000197	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0050908	myelodysplastic syndrome	myelodysplastic syndrome	http://www.ebi.ac.uk/efo/EFO_0000198	EFO:0000198	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000198	myelodysplastic syndrome	myelodysplastic syndrome	http://www.ebi.ac.uk/efo/EFO_0000198	EFO:0000198	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0018881	myelodysplastic syndrome	myelodysplastic syndrome	http://www.ebi.ac.uk/efo/EFO_0000198	EFO:0000198	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3247	Myelodysplastic Syndrome	myelodysplastic syndrome	http://www.ebi.ac.uk/efo/EFO_0000198	EFO:0000198	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0050866	oral squamous cell carcinoma	oral squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000199	EFO:0000199	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000199	oral squamous cell carcinoma	oral squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000199	EFO:0000199	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004958	oral cavity squamous cell carcinoma	oral squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000199	EFO:0000199	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4833	Oral Cavity Squamous Cell Carcinoma	oral squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000199	EFO:0000199	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:6536	plasma cell neoplasm	plasma cell neoplasm	http://www.ebi.ac.uk/efo/EFO_0000200	EFO:0000200	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000200	plasma cell neoplasm	plasma cell neoplasm	http://www.ebi.ac.uk/efo/EFO_0000200	EFO:0000200	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004959	plasma cell neoplasm	plasma cell neoplasm	http://www.ebi.ac.uk/efo/EFO_0000200	EFO:0000200	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4665	Plasma Cell Neoplasm	plasma cell neoplasm	http://www.ebi.ac.uk/efo/EFO_0000200	EFO:0000200	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:7442	monoclonal gammopathy of uncertain significance	monoclonal gammopathy	http://www.ebi.ac.uk/efo/EFO_0000203	EFO:0000203	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004960	monoclonal gammopathy	monoclonal gammopathy	http://www.ebi.ac.uk/efo/EFO_0000203	EFO:0000203	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C35548	Monoclonal Gammopathy	monoclonal gammopathy	http://www.ebi.ac.uk/efo/EFO_0000203	EFO:0000203	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000205	stage I endometrioid carcinoma	stage I endometrioid carcinoma	http://www.ebi.ac.uk/efo/EFO_0000205	EFO:0000205	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004961	stage I endometrioid carcinoma	stage I endometrioid carcinoma	http://www.ebi.ac.uk/efo/EFO_0000205	EFO:0000205	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000206	stage II endometrioid carcinoma	stage II endometrioid carcinoma	http://www.ebi.ac.uk/efo/EFO_0000206	EFO:0000206	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004962	stage II endometrioid carcinoma	stage II endometrioid carcinoma	http://www.ebi.ac.uk/efo/EFO_0000206	EFO:0000206	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0050523	adult T-cell leukemia/lymphoma	T-cell acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000209	EFO:0000209	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:5603	T-cell acute lymphoblastic leukemia	T-cell acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000209	EFO:0000209	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000209	T-cell acute lymphoblastic leukemia	T-cell acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000209	EFO:0000209	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004963	T-cell acute lymphoblastic leukemia	T-cell acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000209	EFO:0000209	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3183	T Acute Lymphoblastic Leukemia	T-cell acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000209	EFO:0000209	TRUE	FALSE	FALSE	FALSE	FALSE
CL:0000542	lymphocyte	obsolete_T lymphocyte	http://www.ebi.ac.uk/efo/EFO_0000210	EFO:0000210	FALSE	FALSE	FALSE	FALSE	FALSE
EFO:0000211	unspecified peripheral T-cell lymphoma	unspecified peripheral T-cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000211	EFO:0000211	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004964	peripheral T-cell lymphoma, not otherwise specified	unspecified peripheral T-cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000211	EFO:0000211	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4340	Peripheral T-Cell Lymphoma, Not Otherwise Specified	unspecified peripheral T-cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000211	EFO:0000211	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:2154	nephroblastoma	obsolete_Wilms tumor	http://www.ebi.ac.uk/efo/EFO_0000212	EFO:0000212	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:3025	acinar cell carcinoma	acinar cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000216	EFO:0000216	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000216	acinar cell carcinoma	acinar cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000216	EFO:0000216	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004965	acinar cell carcinoma	acinar cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000216	EFO:0000216	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3768	Acinar Cell Carcinoma	acinar cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000216	EFO:0000216	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:4029	gastritis	gastritis	http://www.ebi.ac.uk/efo/EFO_0000217	EFO:0000217	TRUE	FALSE	FALSE	FALSE	FALSE
HP:0005263	Gastrit	gastritis	http://www.ebi.ac.uk/efo/EFO_0000217	EFO:0000217	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004966	gastritis	gastritis	http://www.ebi.ac.uk/efo/EFO_0000217	EFO:0000217	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C26780	Gastritis	gastritis	http://www.ebi.ac.uk/efo/EFO_0000217	EFO:0000217	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0080780	acute erythroid leukemia	acute erythroleukemia	http://www.ebi.ac.uk/efo/EFO_0000218	EFO:0000218	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0017858	acute erythroid leukemia	acute erythroleukemia	http://www.ebi.ac.uk/efo/EFO_0000218	EFO:0000218	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C8923	Acute Erythroid Leukemia	acute erythroleukemia	http://www.ebi.ac.uk/efo/EFO_0000218	EFO:0000218	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:5600	obsolete precursor lymphoblastic lymphoma/leukemia	obsolete_acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000219	EFO:0000219	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:1037	lymphoid leukemia	acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000220	EFO:0000220	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:9952	acute lymphoblastic leukemia	acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000220	EFO:0000220	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000220	acute lymphoblastic leukemia	acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000220	EFO:0000220	TRUE	FALSE	FALSE	FALSE	FALSE
HP:0006721	Acute lymfatische leukemie	acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000220	EFO:0000220	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004967	acute lymphoblastic leukemia	acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000220	EFO:0000220	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3167	Acute Lymphoblastic Leukemia	acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000220	EFO:0000220	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:8864	acute monocytic leukemia	acute monocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000221	EFO:0000221	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000221	acute monocytic leukemia	acute monocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000221	EFO:0000221	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0007896	acute monocytic leukemia	acute monocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000221	EFO:0000221	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4861	Acute Monocytic Leukemia	acute monocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000221	EFO:0000221	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:9119	acute myeloid leukemia	acute myeloid leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	EFO:0000222	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000222	acute myeloid leukemia	acute myeloid leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	EFO:0000222	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0018874	acute myeloid leukemia	acute myeloid leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	EFO:0000222	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3171	Acute Myeloid Leukemia	acute myeloid leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	EFO:0000222	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0081082	acute myelomonocytic leukemia	acute myelomonocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000223	EFO:0000223	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000223	acute myelomonocytic leukemia	acute myelomonocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000223	EFO:0000223	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0018871	acute myelomonocytic leukemia M4	acute myelomonocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000223	EFO:0000223	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C7463	Acute Myelomonocytic Leukemia	acute myelomonocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000223	EFO:0000223	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0060318	acute promyelocytic leukemia	acute promyelocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000224	EFO:0000224	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0081081	acute promyelocytic leukemia with PML-RARA	acute promyelocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000224	EFO:0000224	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000224	acute promyelocytic leukemia	acute promyelocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000224	EFO:0000224	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0012883	acute promyelocytic leukemia	acute promyelocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000224	EFO:0000224	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3182	Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML-RARA	acute promyelocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000224	EFO:0000224	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004969	acute quadriplegic myopathy	acute quadriplegic myopathy	http://www.ebi.ac.uk/efo/EFO_0000225	EFO:0000225	TRUE	FALSE	FALSE	FALSE	FALSE
ZFA:0000311	adductor mandibulae complex	obsolete_adductor mandibulae complex	http://www.ebi.ac.uk/efo/EFO_0000227	EFO:0000227	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:299	adenocarcinoma	adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000228	EFO:0000228	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000228	adenocarcinoma	adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000228	EFO:0000228	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004970	adenocarcinoma	adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000228	EFO:0000228	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C2852	Adenocarcinoma	adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000228	EFO:0000228	TRUE	FALSE	FALSE	FALSE	FALSE
ZFA:0001198	adenohypophyseal placode	obsolete_adenohypophyseal placode	http://www.ebi.ac.uk/efo/EFO_0000229	EFO:0000229	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000040	adenohypophysis	obsolete_adenohypophysis	http://www.ebi.ac.uk/efo/EFO_0000230	EFO:0000230	FALSE	FALSE	FALSE	FALSE	FALSE
ZFA:0001282	adenohypophysis	obsolete_adenohypophysis	http://www.ebi.ac.uk/efo/EFO_0000230	EFO:0000230	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:0080202	adenoid cystic carcinoma	adenoid cystic carcinoma	http://www.ebi.ac.uk/efo/EFO_0000231	EFO:0000231	TRUE	FALSE	FALSE	FALSE	FALSE
