# Timestamp: 2024-04-09 17:39:09.334154
# Target Ontology: http://www.ebi.ac.uk/efo/releases/v3.62.0/efo.owl
# text2term version: 4.1.2
# Minimum Score: 0.00
# Mapper: tfidf
# Base IRIs: ('http://www.ebi.ac.uk/efo/', 'http://purl.obolibrary.org/obo/MONDO', 'http://purl.obolibrary.org/obo/HP', 'http://www.orpha.net/ORDO', 'http://purl.obolibrary.org/obo/DOID')
# Max Mappings: 1
# Term Type: OntologyTermType.CLASS
# Deprecated Terms Excluded
# Unmapped Terms Excluded
# Of 899 entries, 899 were mapped to 750 unique terms
Source Term ID,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score,Tags
LyLtsMjKT9,Other diseases of gallbladder,gallbladder disease,EFO:0003832,http://www.ebi.ac.uk/efo/EFO_0003832,0.977,None
6TBvUqhL2L,Pain,pain,EFO:0003843,http://www.ebi.ac.uk/efo/EFO_0003843,0.995,None
yUHqUAtpSW,Fracture of spine level unspecified,spinal fracture,EFO:0003902,http://www.ebi.ac.uk/efo/EFO_0003902,0.676,None
VBVVJD3SWN,Acute hepatitis B,Acute hepatitis,HP:0200119,http://purl.obolibrary.org/obo/HP_0200119,0.921,None
hjzB9MsjWY,Abnormalities of heart beat,Abnormal heart morphology,HP:0001627,http://purl.obolibrary.org/obo/HP_0001627,0.69,None
WnG9JhTJrD,Scoliosis,scoliosis,EFO:0004273,http://www.ebi.ac.uk/efo/EFO_0004273,0.996,None
cHGS3XxCA9,Other congenital malformations of heart,congenital heart malformation,EFO:0005269,http://www.ebi.ac.uk/efo/EFO_0005269,0.934,None
wQh2Qs7kjx,Disorders of tooth development and eruption,disorder of sexual differentiation,MONDO:0002145,http://purl.obolibrary.org/obo/MONDO_0002145,0.627,None
GYikyfvzQR,Intracerebral haemorrhage,intracerebral hemorrhage,EFO:0005669,http://www.ebi.ac.uk/efo/EFO_0005669,0.893,None
qRB8QL4T4n,Retinal detachments and breaks,retinal detachment,EFO:0005773,http://www.ebi.ac.uk/efo/EFO_0005773,0.744,None
MxnWctDJNb,Tuberculosis of nervous system,central nervous system tuberculosis,EFO:0007199,http://www.ebi.ac.uk/efo/EFO_0007199,0.909,None
PGydDudQiX,Acute hepatitis A,Acute hepatitis,HP:0200119,http://purl.obolibrary.org/obo/HP_0200119,0.93,None
zvFVMmeqBV,Hookworm diseases,hookworm infectious disease,EFO:0007314,http://www.ebi.ac.uk/efo/EFO_0007314,0.81,None
482ohbvcCA,Female infertility,female infertility,EFO:0008560,http://www.ebi.ac.uk/efo/EFO_0008560,0.994,None
T4CDmQBCdn,Sleep disorders,Sleep Disorder,EFO:0008568,http://www.ebi.ac.uk/efo/EFO_0008568,0.994,None
HJbdCH48Gj,Thiamine deficiency,Thiamine deficiency,EFO:0008569,http://www.ebi.ac.uk/efo/EFO_0008569,0.994,None
CKydXwEQVi,Viral conjunctivitis,viral conjunctivitis,EFO:0008571,http://www.ebi.ac.uk/efo/EFO_0008571,0.996,None
cTL9YiRqTF,Alcoholic liver disease,alcoholic liver disease,EFO:0008573,http://www.ebi.ac.uk/efo/EFO_0008573,0.995,None
D35MxA9iVS,Spinal osteochondrosis,Spinal Osteochondrosis,EFO:0008576,http://www.ebi.ac.uk/efo/EFO_0008576,0.99,None
Y5yitadvwt,Diseases of salivary glands,salivary gland disease,EFO:0008581,http://www.ebi.ac.uk/efo/EFO_0008581,0.843,None
p8YrWjRKT6,Gender identity disorders,gender identity disorder,EFO:0008587,http://www.ebi.ac.uk/efo/EFO_0008587,0.952,None
odoqnofcPT,Status asthmaticus,Status Asthmaticus,EFO:0008590,http://www.ebi.ac.uk/efo/EFO_0008590,0.993,None
cumwHseRiv,Cystic kidney disease,Cystic Kidney Disease,EFO:0008615,http://www.ebi.ac.uk/efo/EFO_0008615,0.996,None
iHnHeSimrE,Polyp of female genital tract,female genital tract polyp,EFO:0008622,http://www.ebi.ac.uk/efo/EFO_0008622,0.994,None
FjsENfm58V,Persistent mood,dysthymic disorder,EFO:0008623,http://www.ebi.ac.uk/efo/EFO_0008623,0.987,None
Yz7De9vmu7,Disorders of vitreous body,vitreous body disease,EFO:0008624,http://www.ebi.ac.uk/efo/EFO_0008624,0.96,None
a8h9C63829,Ovarian dysfunction,ovarian dysfunction,EFO:0009003,http://www.ebi.ac.uk/efo/EFO_0009003,0.993,None
2rbS69NxGm,Other coagulation defects,blood coagulation disease,EFO:0009314,http://www.ebi.ac.uk/efo/EFO_0009314,0.888,None
wZAy4Kmr5e,Granulomatous disorders of skin and subcutaneous tissue,skin disease,EFO:0000701,http://www.ebi.ac.uk/efo/EFO_0000701,0.788,None
RjJJxvYtS6,Excessive vomiting in pregnancy,pregnancy,EFO:0002950,http://www.ebi.ac.uk/efo/EFO_0002950,0.545,None
aMPzm53Dyk,Hyperfunction of pituitary gland,functioning pituitary gland adenoma,MONDO:0003429,http://purl.obolibrary.org/obo/MONDO_0003429,0.694,None
U4HFUuxuZa,Other nutritional deficiencies,nutritional deficiency disease,EFO:1001067,http://www.ebi.ac.uk/efo/EFO_1001067,0.795,None
HwrUgXs6m5,Other rheumatic heart diseases,rheumatic heart disease,EFO:1001161,http://www.ebi.ac.uk/efo/EFO_1001161,0.946,None
2Kecmcs7KB,Other helminthiases,Helminthiasis,EFO:1001342,http://www.ebi.ac.uk/efo/EFO_1001342,0.878,None
K6hMas5xAE,Unspecified viral infection of CNS,viral disease,EFO:0000763,http://www.ebi.ac.uk/efo/EFO_0000763,0.803,None
JgivKcEfGw,Diverticular disease of intestine,diverticular disease,EFO:0009959,http://www.ebi.ac.uk/efo/EFO_0009959,0.805,None
MME9MCUdyA,Premature separation of placenta,Abruptio Placentae,EFO:1001754,http://www.ebi.ac.uk/efo/EFO_1001754,0.988,None
fsNmt4zc2K,Retention of urine,Urinary retention,HP:0000016,http://purl.obolibrary.org/obo/HP_0000016,0.784,None
iEfCTuH4Sg,Unspecified urinary incontinence,Urinary incontinence,HP:0000020,http://purl.obolibrary.org/obo/HP_0000020,0.996,None
s4WqMGoLsb,Isolated proteinuria,Proteinuria,HP:0000093,http://purl.obolibrary.org/obo/HP_0000093,0.771,None
QhsEQZzDYW,Cleft palate,cleft palate,MONDO:0016064,http://purl.obolibrary.org/obo/MONDO_0016064,0.997,None
Lj4ykzpLBh,Hydrocephalus,Hydrocephalus,HP:0000238,http://purl.obolibrary.org/obo/HP_0000238,0.992,None
UP3z2KR2Ty,Visual disturbances,Gait disturbance,HP:0001288,http://purl.obolibrary.org/obo/HP_0001288,0.623,None
RDWtYzpD7a,Unspecified dementia,dementia,MONDO:0001627,http://purl.obolibrary.org/obo/MONDO_0001627,0.977,None
pJSUqngb6P,Unspecified haematuria,Hematuria,HP:0000790,http://purl.obolibrary.org/obo/HP_0000790,0.734,None
PvnmzU8FUV,Cholecystitis,Cholecystitis,HP:0001082,http://purl.obolibrary.org/obo/HP_0001082,0.984,None
uTGZBwy3wm,Dystonia,Dystonia,HP:0001332,http://purl.obolibrary.org/obo/HP_0001332,0.993,None
G7agJX39GF,Ascites,Ascites,HP:0001541,http://purl.obolibrary.org/obo/HP_0001541,0.997,None
bXojFejvYE,Iron deficiency anaemia,Iron deficiency anemia,HP:0001891,http://purl.obolibrary.org/obo/HP_0001891,0.986,None
ezybavupTo,Acute renal failure,Acute kidney injury,HP:0001919,http://purl.obolibrary.org/obo/HP_0001919,0.994,None
FrBnmas85g,Nonspecific lymphadenitis,Lymphadenitis,HP:0002840,http://purl.obolibrary.org/obo/HP_0002840,0.661,None
94kNGHaNPS,Cachexia,Cachexia,HP:0004326,http://purl.obolibrary.org/obo/HP_0004326,0.995,None
VGKPydV4US,Disseminated intravascular coagulation,Disseminated intravascular coagulation,HP:0005521,http://purl.obolibrary.org/obo/HP_0005521,0.994,None
ek9JJctb5i,Senile cataract,senile cataract,MONDO:0004847,http://purl.obolibrary.org/obo/MONDO_0004847,0.995,None
DxrUnHZtS6,Agranulocytosis,Agranulocytosis,HP:0012234,http://purl.obolibrary.org/obo/HP_0012234,0.989,None
AEN5ed4287,Helicobacter pylori,Helicobacter pylori infectious disease,EFO:1000961,http://www.ebi.ac.uk/efo/EFO_1000961,0.897,None
GuXAYdi2zJ,Reduction defects of lower limb,Genetic syndrome with limb reduction defects,ORPHANET.ORDO:404574,http://www.orpha.net/ORDO/Orphanet_404574,0.696,None
85aT7VMFSH,Congenital hydrocephalus,congenital hydrocephalus,MONDO:0016349,http://purl.obolibrary.org/obo/MONDO_0016349,0.994,None
HB8dauNAao,Immunodeficiency with predominantly antibody defects,Other immunodeficiency syndrome with predominantly antibody defects,ORPHANET.ORDO:331244,http://www.orpha.net/ORDO/Orphanet_331244,0.919,None
BuupACMv9i,Congenital malformations of oesophagus,developmental defect during embryogenesis,MONDO:0019755,http://purl.obolibrary.org/obo/MONDO_0019755,0.657,None
E4a6bUDAQ4,Syndactyly,syndactyly,MONDO:0021002,http://purl.obolibrary.org/obo/MONDO_0021002,0.991,None
ZDxjbvfuxE,Other congenital malformations of intestine,developmental defect during embryogenesis,MONDO:0019755,http://purl.obolibrary.org/obo/MONDO_0019755,0.713,None
q9GrCoNZCv,Other disorders of peripheral nervous system,peripheral nervous system disease,EFO:0009387,http://www.ebi.ac.uk/efo/EFO_0009387,0.978,None
jM2D9E5zXT,Spondylosis,spondylosis,MONDO:0002253,http://purl.obolibrary.org/obo/MONDO_0002253,0.998,None
LApDFRrdFc,Other retinal disorders,retinopathy,EFO:0003839,http://www.ebi.ac.uk/efo/EFO_0003839,0.914,None
htqFbfZFsD,Arterial embolism and thrombosis,Arterial thrombosis,HP:0004420,http://purl.obolibrary.org/obo/HP_0004420,0.825,None
nzVQL2irzU,Juvenile osteochondrosis of hip and pelvis,Legg-Calve-Perthes disease,MONDO:0007885,http://purl.obolibrary.org/obo/MONDO_0007885,0.969,None
FFFQGvXaRr,Encephalitis myelitis and encephalomyelitis,encephalomyelitis,EFO:0001423,http://www.ebi.ac.uk/efo/EFO_0001423,0.949,None
tSCMcaDpy2,Atrial fibrillation and flutter,atrial fibrillation,EFO:0000275,http://www.ebi.ac.uk/efo/EFO_0000275,0.804,None
CQyxDJERpL,Dermatopolymyositis,dermatomyositis,EFO:0000398,http://www.ebi.ac.uk/efo/EFO_0000398,0.99,None
8uYKjDSNwq,Lack of food,malnutrition,EFO:0008572,http://www.ebi.ac.uk/efo/EFO_0008572,0.997,None
pVKwFBtKfV,Inflammatory diseases of prostate,inflammatory disease,EFO:0009903,http://www.ebi.ac.uk/efo/EFO_0009903,0.792,None
jpukekFHXj,Chronic renal failure,stage 5 chronic kidney disease,EFO:0009909,http://www.ebi.ac.uk/efo/EFO_0009909,0.994,None
EAAJkKQBbH,Postpolio syndrome,postpoliomyelitis syndrome,EFO:0007454,http://www.ebi.ac.uk/efo/EFO_0007454,0.963,None
BLzirCr3UB,Atopic dermatitis,atopic eczema,EFO:0000274,http://www.ebi.ac.uk/efo/EFO_0000274,0.993,None
npmWitNKR7,Cardiomyopathy,cardiomyopathy,EFO:0000318,http://www.ebi.ac.uk/efo/EFO_0000318,0.997,None
3eDrd427ay,other disorders of circulatory system,cardiovascular disease,EFO:0000319,http://www.ebi.ac.uk/efo/EFO_0000319,0.961,None
56RVGCi9cN,Crohn s disease,Crohn's disease,EFO:0000384,http://www.ebi.ac.uk/efo/EFO_0000384,0.986,None
WThPUCuFoF,Unspecified diabetes mellitus,diabetes mellitus,EFO:0000400,http://www.ebi.ac.uk/efo/EFO_0000400,0.991,None
4PvCoSt8bX,Other specified diabetes mellitus,diabetes mellitus,EFO:0000400,http://www.ebi.ac.uk/efo/EFO_0000400,0.991,None
bTKEhxsdva,Epilepsy,epilepsy,EFO:0000474,http://www.ebi.ac.uk/efo/EFO_0000474,0.997,None
XYMVJwg6zy,Glaucoma,glaucoma,MONDO:0005041,http://purl.obolibrary.org/obo/MONDO_0005041,0.99,None
55V9A38Jo8,Irritable bowel syndrome,irritable bowel syndrome,EFO:0000555,http://www.ebi.ac.uk/efo/EFO_0000555,0.969,None
Chkg3fErjs,Schizophrenia,schizophrenia,MONDO:0005090,http://purl.obolibrary.org/obo/MONDO_0005090,0.99,None
zhBZoXSgDN,Ulcerative colitis,ulcerative colitis,EFO:0000729,http://www.ebi.ac.uk/efo/EFO_0000729,0.989,None
VRCDw7eqxP,Viral infection of unspecified site,viral disease,EFO:0000763,http://www.ebi.ac.uk/efo/EFO_0000763,0.81,None
rnbbkbYdkb,Myositis,myositis,EFO:0000783,http://www.ebi.ac.uk/efo/EFO_0000783,0.991,None
LawGtEeQHU,Other cataract,cataract,MONDO:0005129,http://purl.obolibrary.org/obo/MONDO_0005129,0.994,None
tZpeAt8gUw,Cytomegaloviral disease,cytomegalovirus infection,EFO:0001062,http://www.ebi.ac.uk/efo/EFO_0001062,0.993,None
27RPsfoqGp,Endometriosis,endometriosis,EFO:0001065,http://www.ebi.ac.uk/efo/EFO_0001065,0.992,None
iYBu5K9zCw,Obesity,obesity,EFO:0001073,http://www.ebi.ac.uk/efo/EFO_0001073,0.99,None
rpsjf9xitQ,Insulin dependent diabetes mellitus,type 1 diabetes mellitus,MONDO:0005147,http://purl.obolibrary.org/obo/MONDO_0005147,0.903,None
yxydiumNye,Non insulin dependent diabetes mellitus,type 2 diabetes mellitus,MONDO:0005148,http://purl.obolibrary.org/obo/MONDO_0005148,0.917,None
goBhA3L7ki,Parkinson s disease,Parkinson disease,MONDO:0005180,http://purl.obolibrary.org/obo/MONDO_0005180,0.996,None
P6MmuVxj9V,Juvenile arthritis,juvenile idiopathic arthritis,EFO:0002609,http://www.ebi.ac.uk/efo/EFO_0002609,0.994,None
V6vKgKCWTR,Cellulitis,cellulitis,EFO:0003035,http://www.ebi.ac.uk/efo/EFO_0003035,0.989,None
GbcnFBYdjX,Cushing s syndrome,Cushing syndrome,EFO:0003099,http://www.ebi.ac.uk/efo/EFO_0003099,0.975,None
R5km9GxBHC,Osteomyelitis,osteomyelitis,EFO:0003102,http://www.ebi.ac.uk/efo/EFO_0003102,0.996,None
qy3u4hhDoW,Spina bifida,spina bifida,EFO:0003105,http://www.ebi.ac.uk/efo/EFO_0003105,0.994,None
zdLf7sC7QG,Heart failure,heart failure,EFO:0003144,http://www.ebi.ac.uk/efo/EFO_0003144,0.996,None
b89zKgf5zy,Vitamin D deficiency,vitamin D deficiency,EFO:0003762,http://www.ebi.ac.uk/efo/EFO_0003762,0.994,None
FHBfoqZCR6,Dental caries,dental caries,EFO:0003819,http://www.ebi.ac.uk/efo/EFO_0003819,0.991,None
YX369hHBti,Migraine,migraine disorder,MONDO:0005277,http://purl.obolibrary.org/obo/MONDO_0005277,0.99,None
8tnhndmViz,Pulmonary embolism,pulmonary embolism,EFO:0003827,http://www.ebi.ac.uk/efo/EFO_0003827,0.997,None
7uyUUSsGyX,Other peripheral vascular diseases,peripheral vascular disease,EFO:0003875,http://www.ebi.ac.uk/efo/EFO_0003875,0.993,None
KAmN4jN83X,Multiple sclerosis,multiple sclerosis,MONDO:0005301,http://purl.obolibrary.org/obo/MONDO_0005301,0.997,None
JALrUDq6NL,Acne,acne,EFO:0003894,http://www.ebi.ac.uk/efo/EFO_0003894,0.99,None
6vNv7C38sf,Ankylosing spondylitis,ankylosing spondylitis,EFO:0003898,http://www.ebi.ac.uk/efo/EFO_0003898,0.994,None
vnnyMMpZm8,Angina pectoris,angina pectoris,EFO:0003913,http://www.ebi.ac.uk/efo/EFO_0003913,0.996,None
iHciUedq2t,Atherosclerosis,atherosclerosis,EFO:0003914,http://www.ebi.ac.uk/efo/EFO_0003914,0.995,None
FDnehhGaPA,Gastro oesophageal reflux disease,gastroesophageal reflux disease,EFO:0003948,http://www.ebi.ac.uk/efo/EFO_0003948,0.935,None
8GtXz4iN74,Sunburn,sunburn,EFO:0003958,http://www.ebi.ac.uk/efo/EFO_0003958,0.987,None
gUqd2krW6Z,Cleft lip,cleft lip,EFO:0003959,http://www.ebi.ac.uk/efo/EFO_0003959,0.995,None
fTv7v6ZCYt,Androgenic alopecia,androgenetic alopecia,EFO:0004191,http://www.ebi.ac.uk/efo/EFO_0004191,0.99,None
vPxqqRZnaN,Alopecia areata,alopecia areata,EFO:0004192,http://www.ebi.ac.uk/efo/EFO_0004192,0.998,None
zkPgwfmzhj,Vitiligo,Vitiligo,EFO:0004208,http://www.ebi.ac.uk/efo/EFO_0004208,0.986,None
zyVYvW39DB,Hypospadias,hypospadias,EFO:0004209,http://www.ebi.ac.uk/efo/EFO_0004209,0.989,None
wnEJAjZ7Bv,Otosclerosis,otosclerosis,EFO:0004213,http://www.ebi.ac.uk/efo/EFO_0004213,0.993,None
ZQ5Qwp2zPK,Conduct disorders,conduct disorder,EFO:0004216,http://www.ebi.ac.uk/efo/EFO_0004216,0.932,None
JUtbiaXb4h,Male infertility,male infertility,EFO:0004248,http://www.ebi.ac.uk/efo/EFO_0004248,0.996,None
jT2jnkfRRx,Meningococcal infection,meningococcal infection,EFO:0004249,http://www.ebi.ac.uk/efo/EFO_0004249,0.995,None
bWYLqCciyw,Calculus of kidney and ureter,nephrolithiasis,EFO:0004253,http://www.ebi.ac.uk/efo/EFO_0004253,0.961,None
V9aKGWKhsx,Nephrotic syndrome,nephrotic syndrome,EFO:0004255,http://www.ebi.ac.uk/efo/EFO_0004255,0.983,None
JHePyhnAqE,Osteonecrosis,osteonecrosis,EFO:0004259,http://www.ebi.ac.uk/efo/EFO_0004259,0.994,None
97iXotGBnb,Paget s disease of bone,osteitis deformans,EFO:0004261,http://www.ebi.ac.uk/efo/EFO_0004261,0.991,None
GgxoKCkRT9,Other anaemias,Aplastic anemia,HP:0001915,http://purl.obolibrary.org/obo/HP_0001915,0.604,None
E4NTZLYN6v,Gout,gout,EFO:0004274,http://www.ebi.ac.uk/efo/EFO_0004274,0.995,None
QWE5rdx5CA,Diabetes mellitus in pregnancy,gestational diabetes,EFO:0004593,http://www.ebi.ac.uk/efo/EFO_0004593,0.786,None
Zu6fTuCqkE,Duodenal ulcer,duodenal ulcer,EFO:0004607,http://www.ebi.ac.uk/efo/EFO_0004607,0.984,None
gJc58zmdSS,Cholelithiasis,cholelithiasis,EFO:0004799,http://www.ebi.ac.uk/efo/EFO_0004799,0.988,None
ewzSXcxGoZ,Leishmaniasis,Leishmaniasis,EFO:0005044,http://www.ebi.ac.uk/efo/EFO_0005044,0.993,None
ZD7xSpmkMX,Eating disorders,eating disorder,EFO:0005203,http://www.ebi.ac.uk/efo/EFO_0005203,0.916,None
BwcRKgEop3,Hypotension,hypotension,EFO:0005251,http://www.ebi.ac.uk/efo/EFO_0005251,0.991,None
rS2apQ6eRV,Unspecified contact dermatitis,contact dermatitis,EFO:0005319,http://www.ebi.ac.uk/efo/EFO_0005319,0.993,None
iransn6DhY,Schizoaffective disorders,schizoaffective disorder,EFO:0005411,http://www.ebi.ac.uk/efo/EFO_0005411,0.962,None
9ejZ8HbTzW,Urticaria,urticaria,EFO:0005531,http://www.ebi.ac.uk/efo/EFO_0005531,0.994,None
EoSWSBZtsU,Seborrhoeic keratosis,seborrheic keratosis,EFO:0005584,http://www.ebi.ac.uk/efo/EFO_0005584,0.811,None
zDdeGnxqxn,Shigellosis,shigellosis,EFO:0005585,http://www.ebi.ac.uk/efo/EFO_0005585,0.991,None
UEfS254QLw,Other vitamin deficiencies,vitamin D deficiency,EFO:0003762,http://www.ebi.ac.uk/efo/EFO_0003762,0.93,None
dXQaGP5fAS,Zoster,Herpes Zoster,EFO:0006510,http://www.ebi.ac.uk/efo/EFO_0006510,0.996,None
ZN9WoyhfgW,Pyoderma gangrenosum,pyoderma gangrenosum,EFO:0006835,http://www.ebi.ac.uk/efo/EFO_0006835,0.988,None
Ncs4qEpd88,Decubitus ulcer,decubitus ulcer,EFO:0007067,http://www.ebi.ac.uk/efo/EFO_0007067,0.988,None
zs4KdWqBkX,Actinomycosis,actinomycosis,EFO:0007128,http://www.ebi.ac.uk/efo/EFO_0007128,0.988,None
HVadFQuhfp,Amoebiasis,amebiasis,EFO:0007144,http://www.ebi.ac.uk/efo/EFO_0007144,0.99,None
imCfxUwNyC,Unspecified appendicitis,appendicitis,EFO:0007149,http://www.ebi.ac.uk/efo/EFO_0007149,0.995,None
J9FMBBUUUD,Ascariasis,ascariasis,EFO:0007154,http://www.ebi.ac.uk/efo/EFO_0007154,0.995,None
ZxJWkju6ck,Aspergillosis,aspergillosis,EFO:0007157,http://www.ebi.ac.uk/efo/EFO_0007157,0.996,None
RqXGZ2Z3ML,Varicella,chickenpox,EFO:0007204,http://www.ebi.ac.uk/efo/EFO_0007204,0.993,None
c9kF9qV7RB,Cryptococcosis,cryptococcosis,EFO:0007229,http://www.ebi.ac.uk/efo/EFO_0007229,0.992,None
5taxKte9Nb,Echinococcosis,echinococcosis,EFO:0007245,http://www.ebi.ac.uk/efo/EFO_0007245,0.987,None
sUM7Eyuo5G,Enterobiasis,enterobiasis,EFO:0007254,http://www.ebi.ac.uk/efo/EFO_0007254,0.986,None
ZcCcNFKidK,Granuloma inguinale,granuloma inguinale,EFO:0007291,http://www.ebi.ac.uk/efo/EFO_0007291,0.992,None
FRx3rJTxNj,Histoplasmosis,histoplasmosis,EFO:0007310,http://www.ebi.ac.uk/efo/EFO_0007310,0.995,None
Cjeuyew5n9,Infectious mononucleosis,infectious mononucleosis,EFO:0007326,http://www.ebi.ac.uk/efo/EFO_0007326,0.998,None
KdhZjBawYX,Leptospirosis,leptospirosis,EFO:0007344,http://www.ebi.ac.uk/efo/EFO_0007344,0.991,None
m24dCobZyz,Listeriosis,listeriosis,EFO:0007347,http://www.ebi.ac.uk/efo/EFO_0007347,0.998,None
FJcW4irmxt,Miliary tuberculosis,miliary tuberculosis,EFO:0007368,http://www.ebi.ac.uk/efo/EFO_0007368,0.99,None
Md6PCxSVT2,Myiasis,myiasis,EFO:0007389,http://www.ebi.ac.uk/efo/EFO_0007389,0.989,None
3o6YLctKPi,Optic neuritis,optic neuritis,EFO:0007405,http://www.ebi.ac.uk/efo/EFO_0007405,0.992,None
JMUjbfLKvm,Placenta praevia,placenta praevia,EFO:0007442,http://www.ebi.ac.uk/efo/EFO_0007442,0.987,None
RwFECEBHpM,Plasmodium falciparum malaria,Plasmodium falciparum malaria,EFO:0007444,http://www.ebi.ac.uk/efo/EFO_0007444,0.995,None
Wk5uUFeTEf,Plasmodium vivax malaria,Plasmodium vivax malaria,EFO:0007445,http://www.ebi.ac.uk/efo/EFO_0007445,0.988,None
V5oxXSfC4T,Acute poliomyelitis,poliomyelitis,EFO:0007450,http://www.ebi.ac.uk/efo/EFO_0007450,0.996,None
uJwjCqcDXQ,Scarlet fever,scarlet fever,EFO:0007477,http://www.ebi.ac.uk/efo/EFO_0007477,0.995,None
Jbm3LscudE,Strongyloidiasis,strongyloidiasis,EFO:0007501,http://www.ebi.ac.uk/efo/EFO_0007501,0.992,None
cCh9F4ZRcK,Suppurative and unspecified otitis media,suppurative otitis media,EFO:0007503,http://www.ebi.ac.uk/efo/EFO_0007503,0.992,None
tJgVr7Kigh,other syphilis,syphilis,EFO:0007504,http://www.ebi.ac.uk/efo/EFO_0007504,0.986,None
5Spmyhhhv2,Toxoplasmosis,toxoplasmosis,EFO:0007517,http://www.ebi.ac.uk/efo/EFO_0007517,0.991,None
kbzJhNdRKD,Yaws,yaws,EFO:0007548,http://www.ebi.ac.uk/efo/EFO_0007548,0.998,None
CmcF4Usyzi,Status epilepticus,status epilepticus,EFO:0008526,http://www.ebi.ac.uk/efo/EFO_0008526,0.994,None
KpezWbqebK,Fracture of femur,femur fracture,EFO:0008553,http://www.ebi.ac.uk/efo/EFO_0008553,0.99,None
XQ2WZ4X7YB,Diaphragmatic hernia,diaphragmatic hernia,EFO:0008561,http://www.ebi.ac.uk/efo/EFO_0008561,0.994,None
KQGoR8fir6,Niacin deficiency,Vitamin B3 deficiency,EFO:0008570,http://www.ebi.ac.uk/efo/EFO_0008570,0.992,None
ZNcuSeiBVP,Gangrene,gangrene,EFO:0008574,http://www.ebi.ac.uk/efo/EFO_0008574,0.988,None
PvSdteghk7,Acute myocardial infarction,acute myocardial infarction,EFO:0008583,http://www.ebi.ac.uk/efo/EFO_0008583,0.994,None
usxtPxM6yz,Subsequent myocardial infarction,myocardial infarction,EFO:0000612,http://www.ebi.ac.uk/efo/EFO_0000612,0.745,None
EbSfsJTcqf,Peritonitis,peritonitis,EFO:0008588,http://www.ebi.ac.uk/efo/EFO_0008588,0.992,None
5f9mE5jr2t,Diseases of spleen,splenic disease,EFO:0009002,http://www.ebi.ac.uk/efo/EFO_0009002,0.985,None
FR38zELDGb,Typhus fever,typhus,EFO:0009117,http://www.ebi.ac.uk/efo/EFO_0009117,0.979,None
AgyqJm9AKB,Other diseases of intestine,intestinal disease,EFO:0009431,http://www.ebi.ac.uk/efo/EFO_0009431,0.92,None
PvdcEKUxH3,Fibroblastic disorders,fibroblastic disorder,EFO:0009432,http://www.ebi.ac.uk/efo/EFO_0009432,0.943,None
hcZ7JXFj8t,Unspecified acute lower respiratory infection,Recurrent lower respiratory tract infections,HP:0002783,http://purl.obolibrary.org/obo/HP_0002783,0.79,None
DozJ6hkBUP,Other ill defined and unspecified causes of mortality,mortality,EFO:0004352,http://www.ebi.ac.uk/efo/EFO_0004352,0.573,None
LjMt2MwcJ6,Cystitis,cystitis,EFO:1000025,http://www.ebi.ac.uk/efo/EFO_1000025,0.992,None
