Source Term ID	Source Term	Mapped Term Label	Mapped Term IRI	Mapped Term CURIE	IS_DISEASE	IS_MEASUREMENT	IS_PHENOTYPE	IS_AMOUNT	IS_PROCESS
85aT7VMFSH	Congenital hydrocephalus	Congenital hydrocephalus	ORDO:2185	ORDO:2185	FALSE	FALSE	FALSE	FALSE	FALSE
HB8dauNAao	Immunodeficiency with predominantly antibody defects	Other immunodeficiency syndrome with predominantly antibody defects	ORDO:331244	ORDO:331244	TRUE	FALSE	FALSE	FALSE	FALSE
BuupACMv9i	Congenital malformations of oesophagus	Esophageal malformation	ORDO:88993	ORDO:88993	FALSE	FALSE	FALSE	FALSE	FALSE
E4a6bUDAQ4	Syndactyly	Syndactyly	ORDO:90025	ORDO:90025	FALSE	FALSE	FALSE	FALSE	FALSE
ZDxjbvfuxE	Other congenital malformations of intestine	Intestinal malformation	ORDO:97945	ORDO:97945	FALSE	FALSE	FALSE	FALSE	FALSE
q9GrCoNZCv	Other disorders of peripheral nervous system	peripheral nervous system disease	EFO:0009387	EFO:0009387	TRUE	FALSE	FALSE	FALSE	FALSE
jM2D9E5zXT	Spondylosis	spondyloarthropathy	EFO:0000706	EFO:0000706	TRUE	FALSE	FALSE	FALSE	FALSE
LApDFRrdFc	Other retinal disorders	retinopathy	EFO:0003839	EFO:0003839	TRUE	FALSE	FALSE	FALSE	FALSE
htqFbfZFsD	Arterial embolism and thrombosis	venous thromboembolism	EFO:0004286	EFO:0004286	TRUE	FALSE	FALSE	FALSE	FALSE
nzVQL2irzU	Juvenile osteochondrosis of hip and pelvis	Legg-Calvé-Perthes disease	ORDO:2380	ORDO:2380	TRUE	FALSE	FALSE	FALSE	FALSE
FFFQGvXaRr	Encephalitis myelitis and encephalomyelitis	meningoencephalitis	EFO:0007364	EFO:0007364	TRUE	FALSE	FALSE	FALSE	FALSE
tSCMcaDpy2	Atrial fibrillation and flutter	atrial fibrillation	EFO:0000275	EFO:0000275	TRUE	FALSE	FALSE	FALSE	FALSE
CQyxDJERpL	Dermatopolymyositis	dermatomyositis	EFO:0000398	EFO:0000398	TRUE	FALSE	FALSE	FALSE	FALSE
8uYKjDSNwq	Lack of food	malnutrition	EFO:0008572	EFO:0008572	TRUE	FALSE	FALSE	FALSE	FALSE
pVKwFBtKfV	Inflammatory diseases of prostate	prostatitis	EFO:0003830	EFO:0003830	TRUE	FALSE	FALSE	FALSE	FALSE
jpukekFHXj	Chronic renal failure	chronic kidney disease	EFO:0003884	EFO:0003884	TRUE	FALSE	FALSE	FALSE	FALSE
EAAJkKQBbH	Postpolio syndrome	postpoliomyelitis syndrome	EFO:0007454	EFO:0007454	TRUE	FALSE	FALSE	FALSE	FALSE
BLzirCr3UB	Atopic dermatitis	atopic aczema	EFO:0000274	EFO:0000274	TRUE	FALSE	FALSE	FALSE	FALSE
npmWitNKR7	Cardiomyopathy	cardiomyopathy	EFO:0000318	EFO:0000318	TRUE	FALSE	FALSE	FALSE	FALSE
3eDrd427ay	other disorders of circulatory system	cardiovascular disease	EFO:0000319	EFO:0000319	TRUE	FALSE	FALSE	FALSE	FALSE
56RVGCi9cN	Crohn s disease	Crohn's disease	EFO:0000384	EFO:0000384	TRUE	FALSE	FALSE	FALSE	FALSE
WThPUCuFoF	Unspecified diabetes mellitus	diabetes mellitus	EFO:0000400	EFO:0000400	TRUE	FALSE	FALSE	FALSE	FALSE
4PvCoSt8bX	Other specified diabetes mellitus	diabetes mellitus	EFO:0000400	EFO:0000400	TRUE	FALSE	FALSE	FALSE	FALSE
bTKEhxsdva	Epilepsy	epilepsy	EFO:0000474	EFO:0000474	TRUE	FALSE	FALSE	FALSE	FALSE
XYMVJwg6zy	Glaucoma	glaucoma	EFO:0000516	EFO:0000516	FALSE	FALSE	FALSE	FALSE	FALSE
55V9A38Jo8	Irritable bowel syndrome	irritable bowel syndrome	EFO:0000555	EFO:0000555	TRUE	FALSE	FALSE	FALSE	FALSE
Chkg3fErjs	Schizophrenia	schizophrenia	EFO:0000692	EFO:0000692	FALSE	FALSE	FALSE	FALSE	FALSE
zhBZoXSgDN	Ulcerative colitis	ulcerative colitis	EFO:0000729	EFO:0000729	TRUE	FALSE	FALSE	FALSE	FALSE
VRCDw7eqxP	Viral infection of unspecified site	viral disease	EFO:0000763	EFO:0000763	TRUE	FALSE	FALSE	FALSE	FALSE
rnbbkbYdkb	Myositis	myositis	EFO:0000783	EFO:0000783	TRUE	FALSE	FALSE	FALSE	FALSE
LawGtEeQHU	Other cataract	cataract	EFO:0001059	EFO:0001059	FALSE	FALSE	FALSE	FALSE	FALSE
tZpeAt8gUw	Cytomegaloviral disease	cytomegalovirus infection	EFO:0001062	EFO:0001062	TRUE	FALSE	FALSE	FALSE	FALSE
27RPsfoqGp	Endometriosis	endometriosis	EFO:0001065	EFO:0001065	TRUE	FALSE	FALSE	FALSE	FALSE
iYBu5K9zCw	Obesity	obesity	EFO:0001073	EFO:0001073	TRUE	FALSE	FALSE	FALSE	FALSE
rpsjf9xitQ	Insulin dependent diabetes mellitus	type I diabetes mellitus	EFO:0001359	EFO:0001359	FALSE	FALSE	FALSE	FALSE	FALSE
yxydiumNye	Non insulin dependent diabetes mellitus	type II diabetes mellitus	EFO:0001360	EFO:0001360	FALSE	FALSE	FALSE	FALSE	FALSE
goBhA3L7ki	Parkinson s disease	Parkinson's disease	EFO:0002508	EFO:0002508	FALSE	FALSE	FALSE	FALSE	FALSE
P6MmuVxj9V	Juvenile arthritis	chronic childhood arthritis	EFO:0002609	EFO:0002609	TRUE	FALSE	FALSE	FALSE	FALSE
V6vKgKCWTR	Cellulitis	cellulitis	EFO:0003035	EFO:0003035	TRUE	FALSE	FALSE	FALSE	FALSE
GbcnFBYdjX	Cushing s syndrome	Cushing syndrome	EFO:0003099	EFO:0003099	TRUE	FALSE	FALSE	FALSE	FALSE
R5km9GxBHC	Osteomyelitis	osteomyelitis	EFO:0003102	EFO:0003102	TRUE	FALSE	FALSE	FALSE	FALSE
qy3u4hhDoW	Spina bifida	spina bifida	EFO:0003105	EFO:0003105	TRUE	FALSE	FALSE	FALSE	FALSE
zdLf7sC7QG	Heart failure	heart failure	EFO:0003144	EFO:0003144	TRUE	FALSE	FALSE	FALSE	FALSE
b89zKgf5zy	Vitamin D deficiency	vitamin D deficiency	EFO:0003762	EFO:0003762	FALSE	FALSE	TRUE	FALSE	FALSE
FHBfoqZCR6	Dental caries	dental caries	EFO:0003819	EFO:0003819	TRUE	FALSE	FALSE	FALSE	FALSE
YX369hHBti	Migraine	migraine disorder	EFO:0003821	EFO:0003821	FALSE	FALSE	FALSE	FALSE	FALSE
8tnhndmViz	Pulmonary embolism	pulmonary embolism	EFO:0003827	EFO:0003827	TRUE	FALSE	FALSE	FALSE	FALSE
7uyUUSsGyX	Other peripheral vascular diseases	peripheral vascular disease	EFO:0003875	EFO:0003875	TRUE	FALSE	FALSE	FALSE	FALSE
KAmN4jN83X	Multiple sclerosis	multiple sclerosis	EFO:0003885	EFO:0003885	FALSE	FALSE	FALSE	FALSE	FALSE
JALrUDq6NL	Acne	acne	EFO:0003894	EFO:0003894	TRUE	FALSE	FALSE	FALSE	FALSE
6vNv7C38sf	Ankylosing spondylitis	ankylosing spondylitis	EFO:0003898	EFO:0003898	TRUE	FALSE	FALSE	FALSE	FALSE
vnnyMMpZm8	Angina pectoris	angina pectoris	EFO:0003913	EFO:0003913	FALSE	FALSE	TRUE	FALSE	FALSE
iHciUedq2t	Atherosclerosis	atherosclerosis	EFO:0003914	EFO:0003914	TRUE	FALSE	FALSE	FALSE	FALSE
FDnehhGaPA	Gastro oesophageal reflux disease	gastroesophageal reflux disease	EFO:0003948	EFO:0003948	TRUE	FALSE	FALSE	FALSE	FALSE
8GtXz4iN74	Sunburn	sunburn	EFO:0003958	EFO:0003958	TRUE	FALSE	FALSE	FALSE	FALSE
gUqd2krW6Z	Cleft lip	cleft lip	EFO:0003959	EFO:0003959	FALSE	FALSE	TRUE	FALSE	FALSE
fTv7v6ZCYt	Androgenic alopecia	androgenic alopecia	EFO:0004191	EFO:0004191	TRUE	FALSE	FALSE	FALSE	FALSE
vPxqqRZnaN	Alopecia areata	alopecia areata	EFO:0004192	EFO:0004192	TRUE	FALSE	FALSE	FALSE	FALSE
zkPgwfmzhj	Vitiligo	vitiligo	EFO:0004208	EFO:0004208	TRUE	FALSE	FALSE	FALSE	FALSE
zyVYvW39DB	Hypospadias	hypospadias	EFO:0004209	EFO:0004209	TRUE	FALSE	FALSE	FALSE	FALSE
wnEJAjZ7Bv	Otosclerosis	otosclerosis	EFO:0004213	EFO:0004213	TRUE	FALSE	FALSE	FALSE	FALSE
ZQ5Qwp2zPK	Conduct disorders	conduct disorder	EFO:0004216	EFO:0004216	TRUE	FALSE	FALSE	FALSE	FALSE
JUtbiaXb4h	Male infertility	male infertility	EFO:0004248	EFO:0004248	TRUE	FALSE	FALSE	FALSE	FALSE
jT2jnkfRRx	Meningococcal infection	meningococcal infection	EFO:0004249	EFO:0004249	TRUE	FALSE	FALSE	FALSE	FALSE
bWYLqCciyw	Calculus of kidney and ureter	nephrolithiasis	EFO:0004253	EFO:0004253	TRUE	FALSE	FALSE	FALSE	FALSE
V9aKGWKhsx	Nephrotic syndrome	nephrotic syndrome	EFO:0004255	EFO:0004255	TRUE	FALSE	FALSE	FALSE	FALSE
JHePyhnAqE	Osteonecrosis	osteonecrosis	EFO:0004259	EFO:0004259	TRUE	FALSE	FALSE	FALSE	FALSE
97iXotGBnb	Paget s disease of bone	osteitis deformans	EFO:0004261	EFO:0004261	TRUE	FALSE	FALSE	FALSE	FALSE
GgxoKCkRT9	Other anaemias	anemia	EFO:0004272	EFO:0004272	FALSE	FALSE	TRUE	FALSE	FALSE
E4NTZLYN6v	Gout	gout	EFO:0004274	EFO:0004274	TRUE	FALSE	FALSE	FALSE	FALSE
QWE5rdx5CA	Diabetes mellitus in pregnancy	gestational diabetes	EFO:0004593	EFO:0004593	TRUE	FALSE	FALSE	FALSE	FALSE
Zu6fTuCqkE	Duodenal ulcer	duodenal ulcer	EFO:0004607	EFO:0004607	TRUE	FALSE	FALSE	FALSE	FALSE
gJc58zmdSS	Cholelithiasis	cholelithiasis	EFO:0004799	EFO:0004799	TRUE	FALSE	FALSE	FALSE	FALSE
ewzSXcxGoZ	Leishmaniasis	Leishmaniasis	EFO:0005044	EFO:0005044	TRUE	FALSE	FALSE	FALSE	FALSE
ZD7xSpmkMX	Eating disorders	eating disorder	EFO:0005203	EFO:0005203	TRUE	FALSE	FALSE	FALSE	FALSE
BwcRKgEop3	Hypotension	hypotension	EFO:0005251	EFO:0005251	TRUE	FALSE	FALSE	FALSE	FALSE
rS2apQ6eRV	Unspecified contact dermatitis	contact dermatitis	EFO:0005319	EFO:0005319	TRUE	FALSE	FALSE	FALSE	FALSE
iransn6DhY	Schizoaffective disorders	schizoaffective disorder	EFO:0005411	EFO:0005411	TRUE	FALSE	FALSE	FALSE	FALSE
9ejZ8HbTzW	Urticaria	urticaria	EFO:0005531	EFO:0005531	TRUE	FALSE	FALSE	FALSE	FALSE
EoSWSBZtsU	Seborrhoeic keratosis	seborrheic keratosis	EFO:0005584	EFO:0005584	TRUE	FALSE	FALSE	FALSE	FALSE
zDdeGnxqxn	Shigellosis	shingellosis	EFO:0005585	EFO:0005585	TRUE	FALSE	FALSE	FALSE	FALSE
UEfS254QLw	Other vitamin deficiencies	vitamin deficiency	EFO:0005878	EFO:0005878	FALSE	FALSE	TRUE	FALSE	FALSE
dXQaGP5fAS	Zoster	Herpes Zoster	EFO:0006510	EFO:0006510	TRUE	FALSE	FALSE	FALSE	FALSE
ZN9WoyhfgW	Pyoderma gangrenosum	pyoderma gangrenosum	EFO:0006835	EFO:0006835	FALSE	FALSE	TRUE	FALSE	FALSE
Ncs4qEpd88	Decubitus ulcer	decubitus ulcer	EFO:0007067	EFO:0007067	FALSE	FALSE	TRUE	FALSE	FALSE
zs4KdWqBkX	Actinomycosis	actinomycosis	EFO:0007128	EFO:0007128	TRUE	FALSE	FALSE	FALSE	FALSE
HVadFQuhfp	Amoebiasis	amebiasis	EFO:0007144	EFO:0007144	TRUE	FALSE	FALSE	FALSE	FALSE
imCfxUwNyC	Unspecified appendicitis	appendicitis	EFO:0007149	EFO:0007149	TRUE	FALSE	FALSE	FALSE	FALSE
J9FMBBUUUD	Ascariasis	ascariasis	EFO:0007154	EFO:0007154	TRUE	FALSE	FALSE	FALSE	FALSE
ZxJWkju6ck	Aspergillosis	aspergillosis	EFO:0007157	EFO:0007157	TRUE	FALSE	FALSE	FALSE	FALSE
RqXGZ2Z3ML	Varicella	chickenpox	EFO:0007204	EFO:0007204	TRUE	FALSE	FALSE	FALSE	FALSE
c9kF9qV7RB	Cryptococcosis	cryptococcosis	EFO:0007229	EFO:0007229	TRUE	FALSE	FALSE	FALSE	FALSE
5taxKte9Nb	Echinococcosis	echinococcosis	EFO:0007245	EFO:0007245	TRUE	FALSE	FALSE	FALSE	FALSE
sUM7Eyuo5G	Enterobiasis	enterobiasis	EFO:0007254	EFO:0007254	TRUE	FALSE	FALSE	FALSE	FALSE
ZcCcNFKidK	Granuloma inguinale	granuloma inguinale	EFO:0007291	EFO:0007291	TRUE	FALSE	FALSE	FALSE	FALSE
FRx3rJTxNj	Histoplasmosis	histoplasmosis	EFO:0007310	EFO:0007310	TRUE	FALSE	FALSE	FALSE	FALSE
Cjeuyew5n9	Infectious mononucleosis	infectious mononucleosis	EFO:0007326	EFO:0007326	TRUE	FALSE	FALSE	FALSE	FALSE
KdhZjBawYX	Leptospirosis	leptospirosis	EFO:0007344	EFO:0007344	TRUE	FALSE	FALSE	FALSE	FALSE
m24dCobZyz	Listeriosis	listeriosis	EFO:0007347	EFO:0007347	TRUE	FALSE	FALSE	FALSE	FALSE
FJcW4irmxt	Miliary tuberculosis	miliary tuberculosis	EFO:0007368	EFO:0007368	TRUE	FALSE	FALSE	FALSE	FALSE
Md6PCxSVT2	Myiasis	myiasis	EFO:0007389	EFO:0007389	TRUE	FALSE	FALSE	FALSE	FALSE
3o6YLctKPi	Optic neuritis	optic neuritis	EFO:0007405	EFO:0007405	TRUE	FALSE	FALSE	FALSE	FALSE
JMUjbfLKvm	Placenta praevia	placenta praevia	EFO:0007442	EFO:0007442	TRUE	FALSE	FALSE	FALSE	FALSE
RwFECEBHpM	Plasmodium falciparum malaria	Plasmodium falciparum malaria	EFO:0007444	EFO:0007444	TRUE	FALSE	FALSE	FALSE	FALSE
Wk5uUFeTEf	Plasmodium vivax malaria	Plasmodium vivax malaria	EFO:0007445	EFO:0007445	TRUE	FALSE	FALSE	FALSE	FALSE
V5oxXSfC4T	Acute poliomyelitis	poliomyelitis	EFO:0007450	EFO:0007450	TRUE	FALSE	FALSE	FALSE	FALSE
uJwjCqcDXQ	Scarlet fever	scarlet fever	EFO:0007477	EFO:0007477	TRUE	FALSE	FALSE	FALSE	FALSE
Jbm3LscudE	Strongyloidiasis	strongyloidiasis	EFO:0007501	EFO:0007501	TRUE	FALSE	FALSE	FALSE	FALSE
cCh9F4ZRcK	Suppurative and unspecified otitis media	suppurative otitis media	EFO:0007503	EFO:0007503	TRUE	FALSE	FALSE	FALSE	FALSE
tJgVr7Kigh	other syphilis	syphilis	EFO:0007504	EFO:0007504	TRUE	FALSE	FALSE	FALSE	FALSE
5Spmyhhhv2	Toxoplasmosis	toxoplasmosis	EFO:0007517	EFO:0007517	TRUE	FALSE	FALSE	FALSE	FALSE
kbzJhNdRKD	Yaws	yaws	EFO:0007548	EFO:0007548	TRUE	FALSE	FALSE	FALSE	FALSE
CmcF4Usyzi	Status epilepticus	status epilepticus	EFO:0008526	EFO:0008526	TRUE	FALSE	FALSE	FALSE	FALSE
KpezWbqebK	Fracture of femur	femur fracture	EFO:0008553	EFO:0008553	TRUE	FALSE	FALSE	FALSE	FALSE
XQ2WZ4X7YB	Diaphragmatic hernia	diaphragmatic hernia	EFO:0008561	EFO:0008561	FALSE	FALSE	TRUE	FALSE	FALSE
KQGoR8fir6	Niacin deficiency	vitamin B3 deficiency	EFO:0008570	EFO:0008570	FALSE	FALSE	TRUE	FALSE	FALSE
ZNcuSeiBVP	Gangrene	gangrene	EFO:0008574	EFO:0008574	FALSE	FALSE	TRUE	FALSE	FALSE
PvSdteghk7	Acute myocardial infarction	acute myocardial infarction	EFO:0008583	EFO:0008583	TRUE	FALSE	FALSE	FALSE	FALSE
usxtPxM6yz	Subsequent myocardial infarction	Subsequent ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardian infarction	EFO:0008584	EFO:0008584	TRUE	FALSE	FALSE	FALSE	FALSE
EbSfsJTcqf	Peritonitis	peritonitis	EFO:0008588	EFO:0008588	TRUE	FALSE	FALSE	FALSE	FALSE
5f9mE5jr2t	Diseases of spleen	splenic disease	EFO:0009002	EFO:0009002	TRUE	FALSE	FALSE	FALSE	FALSE
FR38zELDGb	Typhus fever	typhus	EFO:0009117	EFO:0009117	TRUE	FALSE	FALSE	FALSE	FALSE
AgyqJm9AKB	Other diseases of intestine	intestinal disease	EFO:0009431	EFO:0009431	TRUE	FALSE	FALSE	FALSE	FALSE
PvdcEKUxH3	Fibroblastic disorders	fibroblastic disorder	EFO:0009432	EFO:0009432	TRUE	FALSE	FALSE	FALSE	FALSE
hcZ7JXFj8t	Unspecified acute lower respiratory infection	lower respiratory tract disease	EFO:0009433	EFO:0009433	TRUE	FALSE	FALSE	FALSE	FALSE
DozJ6hkBUP	Other ill defined and unspecified causes of mortality	death by undetermined cause	EFO:0009434	EFO:0009434	TRUE	FALSE	FALSE	FALSE	FALSE
LjMt2MwcJ6	Cystitis	cystitis	EFO:1000025	EFO:1000025	TRUE	FALSE	FALSE	FALSE	FALSE
cg9GRrFivn	Lactose intolerance	lactose intolerance	EFO:1000062	EFO:1000062	TRUE	FALSE	FALSE	FALSE	FALSE
