# Timestamp: 2024-04-10 11:46:15.025951
# Target Ontology: http://www.ebi.ac.uk/efo/releases/v3.62.0/efo.owl
# text2term version: 4.1.2
# Minimum Score: 0.00
# Mapper: tfidf
# Base IRIs: ('http://www.ebi.ac.uk/efo/', 'http://purl.obolibrary.org/obo/MONDO', 'http://purl.obolibrary.org/obo/HP', 'http://www.orpha.net/ORDO', 'http://purl.obolibrary.org/obo/DOID')
# Max Mappings: 1
# Term Type: OntologyTermType.CLASS
# Deprecated Terms Excluded
# Unmapped Terms Excluded
# Of 9998 entries, 8143 were mapped to 3824 unique terms
Source Term ID,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score,Tags
ZFA:0000402,olfactory bulb,bulb,EFO:0001048,http://www.ebi.ac.uk/efo/EFO_0001048,0.625,None
BTO:0001279,spinal cord,spinal cord neoplasm,EFO:0003828,http://www.ebi.ac.uk/efo/EFO_0003828,0.866,None
FMA:7647,Spinal cord,spinal cord neoplasm,EFO:0003828,http://www.ebi.ac.uk/efo/EFO_0003828,0.866,None
MA:0000216,spinal cord,spinal cord neoplasm,EFO:0003828,http://www.ebi.ac.uk/efo/EFO_0003828,0.866,None
DOID:3369,Ewing sarcoma,Ewing sarcoma,EFO:0000174,http://www.ebi.ac.uk/efo/EFO_0000174,0.995,None
DOID:0050608,Askin's tumor,Askin Tumor,EFO:1000095,http://www.ebi.ac.uk/efo/EFO_1000095,0.993,None
DOID:3369,Ewing sarcoma,Ewing sarcoma,EFO:0000174,http://www.ebi.ac.uk/efo/EFO_0000174,0.995,None
NCIT:C4817,Ewing Sarcoma,Ewing sarcoma,EFO:0000174,http://www.ebi.ac.uk/efo/EFO_0000174,0.995,None
NCIT:C7542,Askin Tumor,Askin Tumor,EFO:1000095,http://www.ebi.ac.uk/efo/EFO_1000095,0.993,None
NCIT:C9341,Peripheral Primitive Neuroectodermal Tumor,peripheral primitive neuroectodermal tumor,MONDO:0018271,http://purl.obolibrary.org/obo/MONDO_0018271,0.997,None
DOID:10538,gastric fundus cancer,gastric carcinoma,EFO:0000178,http://www.ebi.ac.uk/efo/EFO_0000178,0.998,None
DOID:5517,stomach carcinoma,gastric carcinoma,EFO:0000178,http://www.ebi.ac.uk/efo/EFO_0000178,0.989,None
EFO:0000178,gastric carcinoma,gastric carcinoma,EFO:0000178,http://www.ebi.ac.uk/efo/EFO_0000178,0.993,None
NCIT:C4911,Gastric Carcinoma,gastric carcinoma,EFO:0000178,http://www.ebi.ac.uk/efo/EFO_0000178,0.993,None
DOID:5520,head and neck squamous cell carcinoma,head and neck squamous cell carcinoma,EFO:0000181,http://www.ebi.ac.uk/efo/EFO_0000181,0.961,None
NCIT:C34447,Head and Neck Squamous Cell Carcinoma,head and neck squamous cell carcinoma,EFO:0000181,http://www.ebi.ac.uk/efo/EFO_0000181,0.961,None
DOID:684,hepatocellular carcinoma,hepatocellular carcinoma,EFO:0000182,http://www.ebi.ac.uk/efo/EFO_0000182,0.989,None
DOID:686,liver carcinoma,hepatocellular carcinoma,EFO:0000182,http://www.ebi.ac.uk/efo/EFO_0000182,0.988,None
EFO:0000182,hepatocellular carcinoma,hepatocellular carcinoma,EFO:0000182,http://www.ebi.ac.uk/efo/EFO_0000182,0.989,None
NCIT:C3099,Hepatocellular Carcinoma,hepatocellular carcinoma,EFO:0000182,http://www.ebi.ac.uk/efo/EFO_0000182,0.989,None
DOID:8567,Hodgkin's lymphoma,Hodgkins lymphoma,EFO:0000183,http://www.ebi.ac.uk/efo/EFO_0000183,0.994,None
EFO:0000183,Hodgkins lymphoma,Hodgkins lymphoma,EFO:0000183,http://www.ebi.ac.uk/efo/EFO_0000183,0.994,None
NCIT:C9357,Hodgkin Lymphoma,Hodgkins lymphoma,EFO:0000183,http://www.ebi.ac.uk/efo/EFO_0000183,0.994,None
DOID:3008,invasive ductal carcinoma,invasive breast ductal carcinoma,EFO:0000186,http://www.ebi.ac.uk/efo/EFO_0000186,0.989,None
EFO:0000186,invasive breast ductal carcinoma,invasive breast ductal carcinoma,EFO:0000186,http://www.ebi.ac.uk/efo/EFO_0000186,0.99,None
MONDO:0004953,invasive ductal breast carcinoma,invasive breast ductal carcinoma,EFO:0000186,http://www.ebi.ac.uk/efo/EFO_0000186,0.99,None
NCIT:C4194,Invasive Breast Carcinoma of No Special Type,Invasive Breast Carcinoma,EFO:1000307,http://www.ebi.ac.uk/efo/EFO_1000307,0.713,None
BTO:0002071,Kaposi's sarcoma cell,Kaposi's sarcoma,EFO:0000558,http://www.ebi.ac.uk/efo/EFO_0000558,0.949,None
DOID:0050909,extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue,MALT lymphoma,EFO:0000191,http://www.ebi.ac.uk/efo/EFO_0000191,0.937,None
EFO:0000191,MALT lymphoma,MALT lymphoma,EFO:0000191,http://www.ebi.ac.uk/efo/EFO_0000191,0.992,None
NCIT:C3898,Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue,MALT lymphoma,EFO:0000191,http://www.ebi.ac.uk/efo/EFO_0000191,0.937,None
DOID:3687,MELAS syndrome,MELAS syndrome,MONDO:0010789,http://purl.obolibrary.org/obo/MONDO_0010789,0.994,None
DOID:5940,malignant peripheral nerve sheath tumor,malignant peripheral nerve sheath tumor,EFO:0000760,http://www.ebi.ac.uk/efo/EFO_0000760,0.995,None
DOID:14221,abdominal obesity-metabolic syndrome 1,metabolic syndrome X,MONDO:0011565,http://purl.obolibrary.org/obo/MONDO_0011565,0.882,None
EFO:0000196,metastatic prostate cancer,metastatic prostate cancer,EFO:0000196,http://www.ebi.ac.uk/efo/EFO_0000196,0.996,None
MONDO:0004956,metastatic prostate carcinoma,metastatic prostate cancer,EFO:0000196,http://www.ebi.ac.uk/efo/EFO_0000196,0.988,None
NCIT:C8946,Metastatic Prostate Carcinoma,metastatic prostate cancer,EFO:0000196,http://www.ebi.ac.uk/efo/EFO_0000196,0.988,None
DOID:3030,mucinous adenocarcinoma,mucinous carcinoma,EFO:0000197,http://www.ebi.ac.uk/efo/EFO_0000197,0.994,None
EFO:0000197,mucinous carcinoma,mucinous carcinoma,EFO:0000197,http://www.ebi.ac.uk/efo/EFO_0000197,0.993,None
MONDO:0004957,mucinous adenocarcinoma,mucinous carcinoma,EFO:0000197,http://www.ebi.ac.uk/efo/EFO_0000197,0.994,None
NCIT:C26712,Mucinous Adenocarcinoma,mucinous carcinoma,EFO:0000197,http://www.ebi.ac.uk/efo/EFO_0000197,0.994,None
DOID:0050908,myelodysplastic syndrome,myelodysplastic syndrome,EFO:0000198,http://www.ebi.ac.uk/efo/EFO_0000198,0.992,None
NCIT:C3247,Myelodysplastic Syndrome,myelodysplastic syndrome,EFO:0000198,http://www.ebi.ac.uk/efo/EFO_0000198,0.992,None
DOID:0050866,oral squamous cell carcinoma,oral squamous cell carcinoma,EFO:0000199,http://www.ebi.ac.uk/efo/EFO_0000199,0.989,None
MONDO:0004958,oral cavity squamous cell carcinoma,oral squamous cell carcinoma,EFO:0000199,http://www.ebi.ac.uk/efo/EFO_0000199,0.986,None
NCIT:C4833,Oral Cavity Squamous Cell Carcinoma,oral squamous cell carcinoma,EFO:0000199,http://www.ebi.ac.uk/efo/EFO_0000199,0.986,None
DOID:6536,plasma cell neoplasm,plasma cell neoplasm,EFO:0000200,http://www.ebi.ac.uk/efo/EFO_0000200,0.993,None
NCIT:C4665,Plasma Cell Neoplasm,plasma cell neoplasm,EFO:0000200,http://www.ebi.ac.uk/efo/EFO_0000200,0.993,None
DOID:7442,monoclonal gammopathy of uncertain significance,monoclonal gammopathy,EFO:0000203,http://www.ebi.ac.uk/efo/EFO_0000203,0.995,None
MONDO:0004960,monoclonal gammopathy,monoclonal gammopathy,EFO:0000203,http://www.ebi.ac.uk/efo/EFO_0000203,0.997,None
NCIT:C35548,Monoclonal Gammopathy,monoclonal gammopathy,EFO:0000203,http://www.ebi.ac.uk/efo/EFO_0000203,0.997,None
EFO:0000205,stage I endometrioid carcinoma,stage I endometrioid carcinoma,EFO:0000205,http://www.ebi.ac.uk/efo/EFO_0000205,0.992,None
EFO:0000206,stage II endometrioid carcinoma,stage II endometrioid carcinoma,EFO:0000206,http://www.ebi.ac.uk/efo/EFO_0000206,0.99,None
DOID:0050523,adult T-cell leukemia/lymphoma,adult T acute lymphoblastic leukemia,EFO:1001936,http://www.ebi.ac.uk/efo/EFO_1001936,0.803,None
DOID:5603,T-cell acute lymphoblastic leukemia,T-cell acute lymphoblastic leukemia,EFO:0000209,http://www.ebi.ac.uk/efo/EFO_0000209,0.995,None
NCIT:C3183,T Acute Lymphoblastic Leukemia,adult T acute lymphoblastic leukemia,EFO:1001936,http://www.ebi.ac.uk/efo/EFO_1001936,0.996,None
CL:0000542,lymphocyte,lymphocyte measurement,EFO:0803546,http://www.ebi.ac.uk/efo/EFO_0803546,0.841,None
EFO:0000211,unspecified peripheral T-cell lymphoma,mature T-cell and NK-cell non-Hodgkin lymphoma,MONDO:0000430,http://purl.obolibrary.org/obo/MONDO_0000430,0.829,None
MONDO:0004964,"peripheral T-cell lymphoma, not otherwise specified",unspecified peripheral T-cell lymphoma,EFO:0000211,http://www.ebi.ac.uk/efo/EFO_0000211,0.738,None
NCIT:C4340,"Peripheral T-Cell Lymphoma, Not Otherwise Specified",unspecified peripheral T-cell lymphoma,EFO:0000211,http://www.ebi.ac.uk/efo/EFO_0000211,0.738,None
DOID:2154,nephroblastoma,Nephroblastoma,ORPHANET.ORDO:654,http://www.orpha.net/ORDO/Orphanet_654,0.995,None
DOID:3025,acinar cell carcinoma,acinar cell carcinoma,EFO:0000216,http://www.ebi.ac.uk/efo/EFO_0000216,0.985,None
NCIT:C3768,Acinar Cell Carcinoma,acinar cell carcinoma,EFO:0000216,http://www.ebi.ac.uk/efo/EFO_0000216,0.985,None
DOID:4029,gastritis,chronic gastritis,EFO:0000337,http://www.ebi.ac.uk/efo/EFO_0000337,0.998,None
HP:0005263,Gastrit,gastritis,EFO:0000217,http://www.ebi.ac.uk/efo/EFO_0000217,0.747,None
MONDO:0004966,gastritis,chronic gastritis,EFO:0000337,http://www.ebi.ac.uk/efo/EFO_0000337,0.998,None
NCIT:C26780,Gastritis,chronic gastritis,EFO:0000337,http://www.ebi.ac.uk/efo/EFO_0000337,0.998,None
DOID:0080780,acute erythroid leukemia,acute erythroleukemia,EFO:0000218,http://www.ebi.ac.uk/efo/EFO_0000218,0.998,None
NCIT:C8923,Acute Erythroid Leukemia,acute erythroleukemia,EFO:0000218,http://www.ebi.ac.uk/efo/EFO_0000218,0.998,None
DOID:5600,obsolete precursor lymphoblastic lymphoma/leukemia,acute lymphoblastic leukemia,EFO:0000220,http://www.ebi.ac.uk/efo/EFO_0000220,0.886,None
DOID:1037,lymphoid leukemia,lymphoid leukemia,EFO:0004289,http://www.ebi.ac.uk/efo/EFO_0004289,0.998,None
DOID:9952,acute lymphoblastic leukemia,acute lymphoblastic leukemia,EFO:0000220,http://www.ebi.ac.uk/efo/EFO_0000220,0.998,None
HP:0006721,Acute lymfatische leukemie,Acute Leukemia,EFO:1000068,http://www.ebi.ac.uk/efo/EFO_1000068,0.504,None
MONDO:0004967,acute lymphoblastic leukemia,acute lymphoblastic leukemia,EFO:0000220,http://www.ebi.ac.uk/efo/EFO_0000220,0.998,None
NCIT:C3167,Acute Lymphoblastic Leukemia,acute lymphoblastic leukemia,EFO:0000220,http://www.ebi.ac.uk/efo/EFO_0000220,0.998,None
DOID:8864,acute monocytic leukemia,acute monocytic leukemia,EFO:0000221,http://www.ebi.ac.uk/efo/EFO_0000221,0.997,None
NCIT:C4861,Acute Monocytic Leukemia,acute monocytic leukemia,EFO:0000221,http://www.ebi.ac.uk/efo/EFO_0000221,0.997,None
DOID:9119,acute myeloid leukemia,acute myeloid leukemia,EFO:0000222,http://www.ebi.ac.uk/efo/EFO_0000222,0.998,None
NCIT:C3171,Acute Myeloid Leukemia,acute myeloid leukemia,EFO:0000222,http://www.ebi.ac.uk/efo/EFO_0000222,0.998,None
DOID:0081082,acute myelomonocytic leukemia,acute myelomonocytic leukemia,EFO:0000223,http://www.ebi.ac.uk/efo/EFO_0000223,0.997,None
MONDO:0018871,acute myelomonocytic leukemia M4,acute myelomonocytic leukemia,EFO:0000223,http://www.ebi.ac.uk/efo/EFO_0000223,0.998,None
NCIT:C7463,Acute Myelomonocytic Leukemia,acute myelomonocytic leukemia,EFO:0000223,http://www.ebi.ac.uk/efo/EFO_0000223,0.997,None
DOID:0060318,acute promyelocytic leukemia,acute promyelocytic leukemia,EFO:0000224,http://www.ebi.ac.uk/efo/EFO_0000224,0.996,None
DOID:0081081,acute promyelocytic leukemia with PML-RARA,acute promyelocytic leukemia,EFO:0000224,http://www.ebi.ac.uk/efo/EFO_0000224,0.846,None
EFO:0000224,acute promyelocytic leukemia,acute promyelocytic leukemia,EFO:0000224,http://www.ebi.ac.uk/efo/EFO_0000224,0.996,None
NCIT:C3182,Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML-RARA,acute promyelocytic leukemia,EFO:0000224,http://www.ebi.ac.uk/efo/EFO_0000224,0.604,None
MONDO:0004969,acute quadriplegic myopathy,acute quadriplegic myopathy,EFO:0000225,http://www.ebi.ac.uk/efo/EFO_0000225,0.996,None
ZFA:0000311,adductor mandibulae complex,mandibular cancer,EFO:0007356,http://www.ebi.ac.uk/efo/EFO_0007356,0.426,None
DOID:299,adenocarcinoma,adenocarcinoma,EFO:0000228,http://www.ebi.ac.uk/efo/EFO_0000228,0.999,None
NCIT:C2852,Adenocarcinoma,adenocarcinoma,EFO:0000228,http://www.ebi.ac.uk/efo/EFO_0000228,0.999,None
ZFA:0001198,adenohypophyseal placode,hypopituitarism,EFO:0001380,http://www.ebi.ac.uk/efo/EFO_0001380,0.673,None
BTO:0000040,adenohypophysis,anterior pituitary gland disorder,MONDO:0024468,http://purl.obolibrary.org/obo/MONDO_0024468,0.914,None
DOID:0080202,adenoid cystic carcinoma,adenoid cystic carcinoma,EFO:0000231,http://www.ebi.ac.uk/efo/EFO_0000231,0.995,None
NCIT:C2970,Adenoid Cystic Carcinoma,adenoid cystic carcinoma,EFO:0000231,http://www.ebi.ac.uk/efo/EFO_0000231,0.995,None
DOID:657,adenoma,adenoma,EFO:0000232,http://www.ebi.ac.uk/efo/EFO_0000232,0.999,None
NCIT:C2855,Adenoma,adenoma,EFO:0000232,http://www.ebi.ac.uk/efo/EFO_0000232,0.999,None
DOID:4829,adenosquamous lung carcinoma,adenosquamous lung carcinoma,EFO:0000233,http://www.ebi.ac.uk/efo/EFO_0000233,0.994,None
NCIT:C9133,Lung Adenosquamous Carcinoma,adenosquamous lung carcinoma,EFO:0000233,http://www.ebi.ac.uk/efo/EFO_0000233,0.994,None
BTO:0000045,adrenal cortex,adrenal cortex neoplasm,MONDO:0036591,http://purl.obolibrary.org/obo/MONDO_0036591,0.91,None
MA:0000118,adrenal gland cortex,adrenal cortex neoplasm,MONDO:0036591,http://purl.obolibrary.org/obo/MONDO_0036591,0.798,None
XAO:0000165,adrenal cortex,adrenal cortex neoplasm,MONDO:0036591,http://purl.obolibrary.org/obo/MONDO_0036591,0.91,None
DOID:0050892,adrenal gland pheochromocytoma,adrenal gland pheochromocytoma,EFO:0000239,http://www.ebi.ac.uk/efo/EFO_0000239,0.995,None
NCIT:C3326,Adrenal Gland Pheochromocytoma,adrenal gland pheochromocytoma,EFO:0000239,http://www.ebi.ac.uk/efo/EFO_0000239,0.995,None
BTO:0000810,malpighian tubule,renal tubule disease,EFO:0009566,http://www.ebi.ac.uk/efo/EFO_0009566,0.412,None
FBbt:00005725,adult Malpighian tubule,adult,EFO:0001272,http://www.ebi.ac.uk/efo/EFO_0001272,0.452,None
FBbt:00005786,Malpighian tubule,renal tubule disease,EFO:0009566,http://www.ebi.ac.uk/efo/EFO_0009566,0.412,None
FBbt:00000449,adult midgut progenitor cell,adult midgut precursor,EFO:0000244,http://www.ebi.ac.uk/efo/EFO_0000244,0.677,None
DOID:8461,Aicardi syndrome,Aicardi syndrome,MONDO:0010568,http://purl.obolibrary.org/obo/MONDO_0010568,0.991,None
DOID:4051,alveolar rhabdomyosarcoma,alveolar rhabdomyosarcoma,EFO:0000248,http://www.ebi.ac.uk/efo/EFO_0000248,0.996,None
HP:0006779,Alveolair rhabdomyosarcoom,alveolar rhabdomyosarcoma,EFO:0000248,http://www.ebi.ac.uk/efo/EFO_0000248,0.751,None
MONDO:0009994,alveolar rhabdomyosarcoma,alveolar rhabdomyosarcoma,EFO:0000248,http://www.ebi.ac.uk/efo/EFO_0000248,0.996,None
NCIT:C3749,Alveolar Rhabdomyosarcoma,alveolar rhabdomyosarcoma,EFO:0000248,http://www.ebi.ac.uk/efo/EFO_0000248,0.996,None
DOID:10652,Alzheimer's disease,Alzheimer disease,MONDO:0004975,http://purl.obolibrary.org/obo/MONDO_0004975,0.998,None
FBbt:00000095,amnioserosa,Polyhydramnios,HP:0001561,http://purl.obolibrary.org/obo/HP_0001561,0.507,None
BTO:0001042,amygdala,amygdala volume,EFO:0006934,http://www.ebi.ac.uk/efo/EFO_0006934,0.827,None
FMA:61841,Amygdala,amygdala volume,EFO:0006934,http://www.ebi.ac.uk/efo/EFO_0006934,0.827,None
MA:0000887,amygdala,amygdala volume,EFO:0006934,http://www.ebi.ac.uk/efo/EFO_0006934,0.827,None
DOID:332,amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,MONDO:0004976,http://purl.obolibrary.org/obo/MONDO_0004976,0.997,None
FBbt:00005482,obsolete anal pad specific anlage,anal pad specific anlage,EFO:0000254,http://www.ebi.ac.uk/efo/EFO_0000254,0.906,None
DOID:0111147,angioimmunoblastic T-cell lymphoma,angioimmunoblastic T-cell lymphoma,EFO:0000255,http://www.ebi.ac.uk/efo/EFO_0000255,0.885,None
NCIT:C7528,"Follicular Helper T-Cell Lymphoma, Angioimmunoblastic-Type",angioimmunoblastic T-cell lymphoma,EFO:0000255,http://www.ebi.ac.uk/efo/EFO_0000255,0.647,None
FBbt:00005537,wing disc-derived cell-line,ESC derived cell line,EFO:0005738,http://www.ebi.ac.uk/efo/EFO_0005738,0.73,None
FBbt:00005418,obsolete anterior endoderm anlage in statu nascendi,anterior endoderm anlage in statu nascendi,EFO:0000260,http://www.ebi.ac.uk/efo/EFO_0000260,0.925,None
FBbt:00005524,FBbt_00005524,GM20000,EFO:0005352,http://www.ebi.ac.uk/efo/EFO_0005352,0.334,None
FBbt:00005487,obsolete anterior spiracle specific anlage,anterior spiracle specific anlage,EFO:0000263,http://www.ebi.ac.uk/efo/EFO_0000263,0.929,None
BTO:0000135,aorta,aortic disease,EFO:0005775,http://www.ebi.ac.uk/efo/EFO_0005775,0.859,None
FBbt:00003153,adult aorta,adult,EFO:0001272,http://www.ebi.ac.uk/efo/EFO_0001272,0.667,None
FMA:3734,Aorta,aortic disease,EFO:0005775,http://www.ebi.ac.uk/efo/EFO_0005775,0.859,None
MA:0000476,dorsal aorta,dorsal,EFO:0001656,http://www.ebi.ac.uk/efo/EFO_0001656,0.722,None
XAO:0003010,aorta,aortic disease,EFO:0005775,http://www.ebi.ac.uk/efo/EFO_0005775,0.859,None
ZFA:0000014,dorsal aorta,dorsal,EFO:0001656,http://www.ebi.ac.uk/efo/EFO_0001656,0.722,None
DOID:1712,aortic valve stenosis,aortic valve stenosis,MONDO:0042981,http://purl.obolibrary.org/obo/MONDO_0042981,0.998,None
BTO:0000034,apical meristem,apical,EFO:0001653,http://www.ebi.ac.uk/efo/EFO_0001653,0.654,None
DOID:2841,asthma,asthma,MONDO:0004979,http://purl.obolibrary.org/obo/MONDO_0004979,0.995,None
DOID:3069,malignant astrocytoma,anaplastic astrocytoma,EFO:0002499,http://www.ebi.ac.uk/efo/EFO_0002499,0.988,None
EFO:0000272,astrocytoma,astrocytoma,EFO:0000272,http://www.ebi.ac.uk/efo/EFO_0000272,0.994,None
MONDO:0019781,astrocytoma (excluding glioblastoma),glioblastoma,MONDO:0018177,http://purl.obolibrary.org/obo/MONDO_0018177,0.795,None
NCIT:C60781,Astrocytoma,astrocytoma,EFO:0000272,http://www.ebi.ac.uk/efo/EFO_0000272,0.994,None
NCIT:C6958,Astrocytic Tumor,astrocytic tumor,MONDO:0021636,http://purl.obolibrary.org/obo/MONDO_0021636,0.997,None
DOID:3310,atopic dermatitis,atopic eczema,EFO:0000274,http://www.ebi.ac.uk/efo/EFO_0000274,0.993,None
MONDO:0004980,atopic eczema,atopic eczema,EFO:0000274,http://www.ebi.ac.uk/efo/EFO_0000274,0.997,None
NCIT:C3001,Eczema,atopic eczema,EFO:0000274,http://www.ebi.ac.uk/efo/EFO_0000274,0.998,None
DOID:0060224,atrial fibrillation,atrial fibrillation,EFO:0000275,http://www.ebi.ac.uk/efo/EFO_0000275,0.996,None
HP:0005110,Atrial fibrillation,atrial fibrillation,EFO:0000275,http://www.ebi.ac.uk/efo/EFO_0000275,0.996,None
MONDO:0004981,atrial fibrillation,atrial fibrillation,EFO:0000275,http://www.ebi.ac.uk/efo/EFO_0000275,0.996,None
NCIT:C50466,Atrial Fibrillation,atrial fibrillation,EFO:0000275,http://www.ebi.ac.uk/efo/EFO_0000275,0.996,None
FMA:9478,Atrioventricular node,atrioventricular node disease,EFO:0005305,http://www.ebi.ac.uk/efo/EFO_0005305,0.934,None
MA:0000095,atrioventricular node,atrioventricular node disease,EFO:0005305,http://www.ebi.ac.uk/efo/EFO_0005305,0.934,None
ZFA:0000044,myotome somite 14,myotonic syndrome,MONDO:0016120,http://purl.obolibrary.org/obo/MONDO_0016120,0.422,None
BTO:0000903,atrium,Common atrium,HP:0011565,http://purl.obolibrary.org/obo/HP_0011565,0.708,None
EMAPA:16688,heart atrium,Abnormal cardiac atrium morphology,HP:0005120,http://purl.obolibrary.org/obo/HP_0005120,0.74,None
FMA:85574,Atrium,Common atrium,HP:0011565,http://purl.obolibrary.org/obo/HP_0011565,0.708,None
MA:0000073,heart atrium,Abnormal cardiac atrium morphology,HP:0005120,http://purl.obolibrary.org/obo/HP_0005120,0.74,None
DOID:4989,pancreatitis,pancreatitis,EFO:0000278,http://www.ebi.ac.uk/efo/EFO_0000278,0.997,None
NCIT:C3306,Pancreatitis,pancreatitis,EFO:0000278,http://www.ebi.ac.uk/efo/EFO_0000278,0.997,None
DOID:0111910,spermatogenic failure,azoospermia,EFO:0000279,http://www.ebi.ac.uk/efo/EFO_0000279,0.995,None
DOID:14227,azoospermia,azoospermia,EFO:0000279,http://www.ebi.ac.uk/efo/EFO_0000279,0.998,None
MONDO:0004983,spermatogenic failure,azoospermia,EFO:0000279,http://www.ebi.ac.uk/efo/EFO_0000279,0.995,None
DOID:9206,Barrett's esophagus,Barrett's esophagus,EFO:0000280,http://www.ebi.ac.uk/efo/EFO_0000280,0.997,None
MONDO:0013662,Barrett esophagus,Barrett's esophagus,EFO:0000280,http://www.ebi.ac.uk/efo/EFO_0000280,0.997,None
NCIT:C2891,Barrett Esophagus,Barrett's esophagus,EFO:0000280,http://www.ebi.ac.uk/efo/EFO_0000280,0.997,None
EFO:0000281,basal-like breast carcinoma,basal-like breast carcinoma,EFO:0000281,http://www.ebi.ac.uk/efo/EFO_0000281,0.854,None
NCIT:C53558,Basal-Like Breast Carcinoma,basal-like breast carcinoma,EFO:0000281,http://www.ebi.ac.uk/efo/EFO_0000281,0.854,None
DOID:11132,prostatic hypertrophy,benign prostatic hyperplasia,EFO:0000284,http://www.ebi.ac.uk/efo/EFO_0000284,0.997,None
DOID:2883,prostatic adenoma,benign prostatic hyperplasia,EFO:0000284,http://www.ebi.ac.uk/efo/EFO_0000284,0.987,None
HP:0008711,Benign prostat hiperplazisi,benign prostatic hyperplasia,EFO:0000284,http://www.ebi.ac.uk/efo/EFO_0000284,0.574,None
MONDO:0010811,benign prostatic hyperplasia,benign prostatic hyperplasia,EFO:0000284,http://www.ebi.ac.uk/efo/EFO_0000284,0.995,None
NCIT:C2897,Benign Prostatic Hyperplasia,benign prostatic hyperplasia,EFO:0000284,http://www.ebi.ac.uk/efo/EFO_0000284,0.995,None
DOID:3312,bipolar disorder,bipolar disorder,MONDO:0004985,http://purl.obolibrary.org/obo/MONDO_0004985,0.995,None
BTO:0000123,bladder,bladder tumor,EFO:0000294,http://www.ebi.ac.uk/efo/EFO_0000294,0.859,None
FMA:15900,Urinary bladder,bladder tumor,EFO:0000294,http://www.ebi.ac.uk/efo/EFO_0000294,0.91,None
