# Timestamp: 2024-04-09 17:40:44.690435
# Target Ontology: http://www.ebi.ac.uk/efo/releases/v3.62.0/efo.owl
# text2term version: 4.1.2
# Minimum Score: 0.00
# Mapper: tfidf
# Base IRIs: ('http://www.ebi.ac.uk/efo/', 'http://purl.obolibrary.org/obo/MONDO', 'http://purl.obolibrary.org/obo/HP', 'http://www.orpha.net/ORDO', 'http://purl.obolibrary.org/obo/DOID')
# Max Mappings: 1
# Term Type: OntologyTermType.CLASS
# Deprecated Terms Excluded
# Unmapped Terms Excluded
# Of 796 entries, 795 were mapped to 706 unique terms
Source Term ID,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score,Tags
BFTC905_URINARY_TRACT,BFTC-905,BFTC905,EFO:0002115,http://www.ebi.ac.uk/efo/EFO_0002115,0.702,None
BFTC909_KIDNEY,BFTC-909,BFTC-909,EFO:0006538,http://www.ebi.ac.uk/efo/EFO_0006538,0.678,None
BHT101_THYROID,BHT-101,BHT101,EFO:0002116,http://www.ebi.ac.uk/efo/EFO_0002116,0.701,None
BHY_UPPER_AERODIGESTIVE_TRACT,BHY,BHY,EFO:0006539,http://www.ebi.ac.uk/efo/EFO_0006539,0.964,None
BICR22_UPPER_AERODIGESTIVE_TRACT,BICR 22,BICR 22,EFO:0006541,http://www.ebi.ac.uk/efo/EFO_0006541,0.991,None
BICR31_UPPER_AERODIGESTIVE_TRACT,BICR 31,BICR 31,EFO:0006542,http://www.ebi.ac.uk/efo/EFO_0006542,0.989,None
BT20_BREAST,BT-20,BT20,EFO:0001092,http://www.ebi.ac.uk/efo/EFO_0001092,0.399,None
BT474_BREAST,BT-474,BT474,EFO:0001093,http://www.ebi.ac.uk/efo/EFO_0001093,0.586,None
BT483_BREAST,BT-483,BT483,EFO:0001095,http://www.ebi.ac.uk/efo/EFO_0001095,0.561,None
BT549_BREAST,BT-549,BT549,EFO:0001096,http://www.ebi.ac.uk/efo/EFO_0001096,0.532,None
BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BV-173,BV173,EFO:0002118,http://www.ebi.ac.uk/efo/EFO_0002118,0.542,None
BXPC3_PANCREAS,BxPC-3,BxPC-3,EFO:0002709,http://www.ebi.ac.uk/efo/EFO_0002709,0.686,None
C2BBE1_LARGE_INTESTINE,C2BBe1,C2BBe1,EFO:0006546,http://www.ebi.ac.uk/efo/EFO_0006546,0.991,None
C32_SKIN,C32,C32,EFO:0006364,http://www.ebi.ac.uk/efo/EFO_0006364,0.996,None
C3A_LIVER,C3A,C3A,EFO:0002121,http://www.ebi.ac.uk/efo/EFO_0002121,0.992,None
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CA46,CA46,EFO:0002124,http://www.ebi.ac.uk/efo/EFO_0002124,0.988,None
CACO2,CACO2,Caco-2,EFO:0001099,http://www.ebi.ac.uk/efo/EFO_0001099,0.984,None
CADOES1_BONE,CADO-ES1,CADO ES1,EFO:0002818,http://www.ebi.ac.uk/efo/EFO_0002818,0.991,None
CAKI1_KIDNEY,Caki-1,acute kidney failure,MONDO:0002492,http://purl.obolibrary.org/obo/MONDO_0002492,0.586,None
CAKI2_KIDNEY,Caki-2,acute kidney failure,MONDO:0002492,http://purl.obolibrary.org/obo/MONDO_0002492,0.573,None
CAL120_BREAST,CAL-120,CAL120,EFO:0005356,http://www.ebi.ac.uk/efo/EFO_0005356,0.578,None
CAL12T_LUNG,CAL-12T,CAL-12T,EFO:0006547,http://www.ebi.ac.uk/efo/EFO_0006547,0.648,None
CAL148_BREAST,CAL-148,CAL148,EFO:0005357,http://www.ebi.ac.uk/efo/EFO_0005357,0.607,None
CAL27_UPPER_AERODIGESTIVE_TRACT,CAL 27,CAL 27,EFO:0006366,http://www.ebi.ac.uk/efo/EFO_0006366,0.961,None
CAL51_BREAST,CAL-51,immunodeficiency 51,MONDO:0013500,http://purl.obolibrary.org/obo/MONDO_0013500,0.424,None
CAL54_KIDNEY,CAL-54,CAL54,EFO:0002125,http://www.ebi.ac.uk/efo/EFO_0002125,0.412,None
CAL62_THYROID,CAL-62,CAL62,EFO:0002126,http://www.ebi.ac.uk/efo/EFO_0002126,0.422,None
CAL851_BREAST,CAL-85-1,CAL 27,EFO:0006366,http://www.ebi.ac.uk/efo/EFO_0006366,0.285,None
CALU1_LUNG,Calu-1,Calu1,EFO:0002151,http://www.ebi.ac.uk/efo/EFO_0002151,0.423,None
CALU3_LUNG,Calu-3,Calu1,EFO:0002151,http://www.ebi.ac.uk/efo/EFO_0002151,0.405,None
CALU6_LUNG,Calu-6,Calu1,EFO:0002151,http://www.ebi.ac.uk/efo/EFO_0002151,0.39,None
CAMA1_BREAST,CAMA-1,CAMA1,EFO:0001100,http://www.ebi.ac.uk/efo/EFO_0001100,0.588,None
CAOV3_OVARY,Caov-3,CaOv3,EFO:0002148,http://www.ebi.ac.uk/efo/EFO_0002148,0.592,None
CAPAN1_PANCREAS,Capan-1,Capan1,EFO:0002153,http://www.ebi.ac.uk/efo/EFO_0002153,0.609,None
CAPAN2_PANCREAS,Capan-2,Capan1,EFO:0002153,http://www.ebi.ac.uk/efo/EFO_0002153,0.596,None
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,CCF-STTG1,CCFSTTG1,EFO:0002127,http://www.ebi.ac.uk/efo/EFO_0002127,0.753,None
CFPAC1_PANCREAS,CFPAC-1,CFPAC-1,EFO:0006551,http://www.ebi.ac.uk/efo/EFO_0006551,0.722,None
CGTHW1_THYROID,CGTH-W-1,CGTHW1,EFO:0002131,http://www.ebi.ac.uk/efo/EFO_0002131,0.596,None
CHAGOK1_LUNG,ChaGo-K-1,blastomycosis,EFO:0007174,http://www.ebi.ac.uk/efo/EFO_0007174,0.413,None
CHL1_SKIN,CHL-1,chilblain lupus,MONDO:0019557,http://purl.obolibrary.org/obo/MONDO_0019557,0.56,None
CHP212_AUTONOMIC_GANGLIA,CHP-212,CHP212,EFO:0002133,http://www.ebi.ac.uk/efo/EFO_0002133,0.608,None
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CI-1,chemically induced mutation,EFO:0000370,http://www.ebi.ac.uk/efo/EFO_0000370,0.778,None
CL11_LARGE_INTESTINE,CL-11,chloride measurement,EFO:0009284,http://www.ebi.ac.uk/efo/EFO_0009284,0.488,None
CL34_LARGE_INTESTINE,CL-34,chloride measurement,EFO:0009284,http://www.ebi.ac.uk/efo/EFO_0009284,0.476,None
CL40_LARGE_INTESTINE,CL-40,chloride measurement,EFO:0009284,http://www.ebi.ac.uk/efo/EFO_0009284,0.478,None
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CMK,CMK,EFO:0003037,http://www.ebi.ac.uk/efo/EFO_0003037,0.985,None
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CML-T1,chronic myelogenous leukemia,EFO:0000339,http://www.ebi.ac.uk/efo/EFO_0000339,0.763,None
COLO678_LARGE_INTESTINE,COLO-678,COLO 678,EFO:0006371,http://www.ebi.ac.uk/efo/EFO_0006371,0.98,None
COLO679_SKIN,COLO-679,COLO 679,EFO:0006372,http://www.ebi.ac.uk/efo/EFO_0006372,0.978,None
COLO680N_OESOPHAGUS,COLO-680N,COLO 680N,EFO:0006373,http://www.ebi.ac.uk/efo/EFO_0006373,0.983,None
COLO699_LUNG,COLO-699,COLO 699,EFO:0006374,http://www.ebi.ac.uk/efo/EFO_0006374,0.981,None
COLO704_OVARY,COLO-704,COLO704,EFO:0002139,http://www.ebi.ac.uk/efo/EFO_0002139,0.567,None
COLO741_SKIN,COLO 741,COLO 741,EFO:0006375,http://www.ebi.ac.uk/efo/EFO_0006375,0.982,None
COLO783_SKIN,COLO-783,COLO 783,EFO:0006376,http://www.ebi.ac.uk/efo/EFO_0006376,0.982,None
COLO792_SKIN,COLO 792,COLO 792,EFO:0006377,http://www.ebi.ac.uk/efo/EFO_0006377,0.978,None
COLO800_SKIN,COLO-800,COLO 800,EFO:0006378,http://www.ebi.ac.uk/efo/EFO_0006378,0.984,None
COLO849_SKIN,COLO-849,COLO 849,EFO:0006379,http://www.ebi.ac.uk/efo/EFO_0006379,0.984,None
CORL105_LUNG,COR-L105,CORL105,EFO:0002141,http://www.ebi.ac.uk/efo/EFO_0002141,0.655,None
CORL23_LUNG,COR-L23,CORL23,EFO:0002142,http://www.ebi.ac.uk/efo/EFO_0002142,0.576,None
CORL279_LUNG,COR-L279,CORL279,EFO:0002143,http://www.ebi.ac.uk/efo/EFO_0002143,0.679,None
CORL47_LUNG,COR-L47,COR-L47,EFO:0006556,http://www.ebi.ac.uk/efo/EFO_0006556,0.549,None
CORL88_LUNG,COR-L88,CORL88,EFO:0002144,http://www.ebi.ac.uk/efo/EFO_0002144,0.595,None
COV318_OVARY,COV318,COV318,EFO:0006382,http://www.ebi.ac.uk/efo/EFO_0006382,0.988,None
COV362_OVARY,COV362,COV362,EFO:0006383,http://www.ebi.ac.uk/efo/EFO_0006383,0.991,None
COV434_OVARY,COV434,COV434,EFO:0006384,http://www.ebi.ac.uk/efo/EFO_0006384,0.992,None
COV504_OVARY,COV504,COV504,EFO:0006385,http://www.ebi.ac.uk/efo/EFO_0006385,0.991,None
COV644_OVARY,COV644,COV644,EFO:0006386,http://www.ebi.ac.uk/efo/EFO_0006386,0.99,None
CPCN_LUNG,CPC-N,CPC-N,EFO:0006559,http://www.ebi.ac.uk/efo/EFO_0006559,0.467,None
CW2_LARGE_INTESTINE,CW-2,CW-2,EFO:0006560,http://www.ebi.ac.uk/efo/EFO_0006560,0.309,None
DANG_PANCREAS,DAN-G,Glycogen Storage Disease Type 2b,EFO:1001333,http://www.ebi.ac.uk/efo/EFO_1001333,0.49,None
DAOY_CENTRAL_NERVOUS_SYSTEM,Daoy,Daoy,EFO:0005698,http://www.ebi.ac.uk/efo/EFO_0005698,0.991,None
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Daudi,Daudi,EFO:0002169,http://www.ebi.ac.uk/efo/EFO_0002169,0.997,None
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,DBTRG-05MG,DBTRG05MG,EFO:0002159,http://www.ebi.ac.uk/efo/EFO_0002159,0.771,None
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DB,DB,EFO:0002158,http://www.ebi.ac.uk/efo/EFO_0002158,1.0,None
DKMG_CENTRAL_NERVOUS_SYSTEM,DK-MG,von Voss-Cherstvoy syndrome,MONDO:0009121,http://purl.obolibrary.org/obo/MONDO_0009121,0.455,None
DLD1_LARGE_INTESTINE,DLD-1,pyruvate dehydrogenase E3 deficiency,MONDO:0009529,http://purl.obolibrary.org/obo/MONDO_0009529,0.728,None
DMS114_LUNG,DMS 114,DMS114,EFO:0002162,http://www.ebi.ac.uk/efo/EFO_0002162,0.996,None
DMS454_LUNG,DMS 454,DMS 454,EFO:0006390,http://www.ebi.ac.uk/efo/EFO_0006390,0.998,None
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DND-41,DND-41,EFO:0007074,http://www.ebi.ac.uk/efo/EFO_0007074,0.503,None
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DOHH-2,DOHH2,EFO:0002167,http://www.ebi.ac.uk/efo/EFO_0002167,0.585,None
DU145_PROSTATE,DU 145,DU 145,EFO:0005441,http://www.ebi.ac.uk/efo/EFO_0005441,0.98,None
DU4475_BREAST,DU4475,DU4475,EFO:0002168,http://www.ebi.ac.uk/efo/EFO_0002168,0.98,None
DV90_LUNG,DV-90,DV-90,EFO:0006565,http://www.ebi.ac.uk/efo/EFO_0006565,0.419,None
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EB1,EB1,EFO:0002172,http://www.ebi.ac.uk/efo/EFO_0002172,0.994,None
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EB2,EB2,EFO:0002173,http://www.ebi.ac.uk/efo/EFO_0002173,0.995,None
EBC1_LUNG,EBC-1,EBC-1,EFO:0003115,http://www.ebi.ac.uk/efo/EFO_0003115,0.54,None
EFM192A_BREAST,EFM-192A,EFM-192A,EFO:0006568,http://www.ebi.ac.uk/efo/EFO_0006568,0.68,None
EFM19_BREAST,EFM-19,HB1119 cell,EFO:0022450,http://www.ebi.ac.uk/efo/EFO_0022450,0.596,None
EFO27_OVARY,EFO-27,CAL 27,EFO:0006366,http://www.ebi.ac.uk/efo/EFO_0006366,0.495,None
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EJM,juvenile myoclonic epilepsy,MONDO:0009696,http://purl.obolibrary.org/obo/MONDO_0009696,0.998,None
EKVX_LUNG,EKVX,EKVX,EFO:0006786,http://www.ebi.ac.uk/efo/EFO_0006786,0.997,None
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EM-2,early myoclonic encephalopathy,MONDO:0016022,http://purl.obolibrary.org/obo/MONDO_0016022,0.543,None
EPLC272H_LUNG,EPLC-272H,EPLC-272H,EFO:0006573,http://www.ebi.ac.uk/efo/EFO_0006573,0.717,None
ES2_OVARY,ES-2,Ewing sarcoma,EFO:0000174,http://www.ebi.ac.uk/efo/EFO_0000174,0.849,None
EVSAT_BREAST,EVSA-T,EVSA-T,EFO:0006574,http://www.ebi.ac.uk/efo/EFO_0006574,0.629,None
FADU_UPPER_AERODIGESTIVE_TRACT,FaDu,FaDu,EFO:0002178,http://www.ebi.ac.uk/efo/EFO_0002178,0.979,None
FU97_STOMACH,FU97,Fu97,EFO:0002054,http://www.ebi.ac.uk/efo/EFO_0002054,0.99,None
G361_SKIN,G-361,G-361,EFO:0006394,http://www.ebi.ac.uk/efo/EFO_0006394,0.441,None
G401_SOFT_TISSUE,G-401,G401,EFO:0002179,http://www.ebi.ac.uk/efo/EFO_0002179,0.503,None
G402_SOFT_TISSUE,G-402,G402,EFO:0002180,http://www.ebi.ac.uk/efo/EFO_0002180,0.513,None
GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,GA-10,C57BL/10J,EFO:0022395,http://www.ebi.ac.uk/efo/EFO_0022395,0.367,None
GCT_SOFT_TISSUE,GCT,GCT,EFO:0002182,http://www.ebi.ac.uk/efo/EFO_0002182,0.983,None
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,GDM-1,GDM1,EFO:0002183,http://www.ebi.ac.uk/efo/EFO_0002183,0.996,None
GP2D_LARGE_INTESTINE,GP2d,GP2d,EFO:0006575,http://www.ebi.ac.uk/efo/EFO_0006575,0.993,None
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,GRANTA-519,Granta-519,EFO:0005369,http://www.ebi.ac.uk/efo/EFO_0005369,0.598,None
GRM_SKIN,GR-M,M stage,EFO:0004926,http://www.ebi.ac.uk/efo/EFO_0004926,0.398,None
H4_CENTRAL_NERVOUS_SYSTEM,H4,H4,EFO:0002184,http://www.ebi.ac.uk/efo/EFO_0002184,0.994,None
HCC1143_BREAST,HCC1143,HCC1143,EFO:0001169,http://www.ebi.ac.uk/efo/EFO_0001169,0.991,None
HCC1171_LUNG,HCC-1171,HCC1171,EFO:0003126,http://www.ebi.ac.uk/efo/EFO_0003126,0.729,None
HCC1187_BREAST,HCC1187,HCC1187,EFO:0001170,http://www.ebi.ac.uk/efo/EFO_0001170,0.995,None
HCC1195_LUNG,HCC-1195,HCC1195,EFO:0005371,http://www.ebi.ac.uk/efo/EFO_0005371,0.73,None
HCC1359_LUNG,HCC-1359,HCC1359,EFO:0003128,http://www.ebi.ac.uk/efo/EFO_0003128,0.705,None
HCC1395_BREAST,HCC1395,HCC1395,EFO:0002185,http://www.ebi.ac.uk/efo/EFO_0002185,0.998,None
HCC1419_BREAST,HCC1419,HCC1419,EFO:0005372,http://www.ebi.ac.uk/efo/EFO_0005372,0.997,None
HCC1428_BREAST,HCC1428,HCC1428,EFO:0001171,http://www.ebi.ac.uk/efo/EFO_0001171,0.997,None
HCC1500_BREAST,HCC1500,HCC1500,EFO:0001172,http://www.ebi.ac.uk/efo/EFO_0001172,0.994,None
HCC1569_BREAST,HCC1569,HCC1569,EFO:0001173,http://www.ebi.ac.uk/efo/EFO_0001173,0.999,None
HCC1599_BREAST,HCC1599,HCC1599,EFO:0002186,http://www.ebi.ac.uk/efo/EFO_0002186,0.997,None
HCC15_LUNG,HCC-15,hepatocellular carcinoma,EFO:0000182,http://www.ebi.ac.uk/efo/EFO_0000182,0.689,None
HCC1806_BREAST,HCC1806,HCC1806,EFO:0005373,http://www.ebi.ac.uk/efo/EFO_0005373,0.996,None
HCC1937_BREAST,HCC1937,HCC1937,EFO:0001174,http://www.ebi.ac.uk/efo/EFO_0001174,0.996,None
HCC1954_BREAST,HCC1954,HCC1954,EFO:0001175,http://www.ebi.ac.uk/efo/EFO_0001175,0.996,None
HCC202_BREAST,HCC202,HCC202,EFO:0001176,http://www.ebi.ac.uk/efo/EFO_0001176,0.997,None
HCC2157_BREAST,HCC2157,HCC2157,EFO:0001177,http://www.ebi.ac.uk/efo/EFO_0001177,0.997,None
HCC2218_BREAST,HCC2218,HCC2218,EFO:0002187,http://www.ebi.ac.uk/efo/EFO_0002187,0.993,None
HCC2279_LUNG,HCC-2279,HCC2279,EFO:0006431,http://www.ebi.ac.uk/efo/EFO_0006431,0.71,None
HCC2935_LUNG,HCC2935,HCC2935,EFO:0005375,http://www.ebi.ac.uk/efo/EFO_0005375,0.995,None
HCC33_LUNG,HCC-33,hepatocellular carcinoma,EFO:0000182,http://www.ebi.ac.uk/efo/EFO_0000182,0.64,None
HCC364_LUNG,HCC364,HCC0364,EFO:0006420,http://www.ebi.ac.uk/efo/EFO_0006420,0.993,None
HCC366_LUNG,HCC-366,HCC366,EFO:0003131,http://www.ebi.ac.uk/efo/EFO_0003131,0.643,None
HCC38_BREAST,HCC38,HCC38,EFO:0001180,http://www.ebi.ac.uk/efo/EFO_0001180,0.994,None
HCC4006_LUNG,HCC4006,HCC4006,EFO:0003132,http://www.ebi.ac.uk/efo/EFO_0003132,0.996,None
HCC44_LUNG,HCC-44,hepatocellular carcinoma,EFO:0000182,http://www.ebi.ac.uk/efo/EFO_0000182,0.647,None
HCC70_BREAST,HCC70,HCC70,EFO:0001181,http://www.ebi.ac.uk/efo/EFO_0001181,0.997,None
HCC78_LUNG,HCC-78,hepatocellular carcinoma,EFO:0000182,http://www.ebi.ac.uk/efo/EFO_0000182,0.64,None
HCC827_LUNG,HCC827,HCC827,EFO:0003137,http://www.ebi.ac.uk/efo/EFO_0003137,0.997,None
HCC95_LUNG,HCC-95,hepatocellular carcinoma,EFO:0000182,http://www.ebi.ac.uk/efo/EFO_0000182,0.65,None
HCT15_LARGE_INTESTINE,HCT-15,HCT15,EFO:0002188,http://www.ebi.ac.uk/efo/EFO_0002188,0.521,None
HCT8_LARGE_INTESTINE,HCT-8,HCT8,EFO:0002189,http://www.ebi.ac.uk/efo/EFO_0002189,0.434,None
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HD-MY-Z,Huntington disease,MONDO:0007739,http://purl.obolibrary.org/obo/MONDO_0007739,0.652,None
HEC1A_ENDOMETRIUM,HEC-1-A,A/J,EFO:0001327,http://www.ebi.ac.uk/efo/EFO_0001327,0.465,None
HEC1B_ENDOMETRIUM,HEC-1-B,subcortical band heterotopia,MONDO:0020491,http://purl.obolibrary.org/obo/MONDO_0020491,0.421,None
HGC27_STOMACH,HGC-27,HGC-27,EFO:0006581,http://www.ebi.ac.uk/efo/EFO_0006581,0.556,None
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HH,HH,EFO:0002194,http://www.ebi.ac.uk/efo/EFO_0002194,0.992,None
HMCB_SKIN,HMCB,HMCB,EFO:0002195,http://www.ebi.ac.uk/efo/EFO_0002195,0.992,None
HNT34,HNT34,NT2-N cell,EFO:0022400,http://www.ebi.ac.uk/efo/EFO_0022400,0.641,None
HOP62_LUNG,HOP-62,HOP62,EFO:0006439,http://www.ebi.ac.uk/efo/EFO_0006439,0.462,None
HOP92_LUNG,HOP-92,HOP92,EFO:0006440,http://www.ebi.ac.uk/efo/EFO_0006440,0.46,None
HOS_BONE,HOS,Holt-Oram syndrome,MONDO:0007732,http://purl.obolibrary.org/obo/MONDO_0007732,0.997,None
HPAC_PANCREAS,HPAC,HPAC,EFO:0002197,http://www.ebi.ac.uk/efo/EFO_0002197,0.994,None
HS255T_FIBROBLAST,Hs 255.T,Hs 255.T,EFO:0006584,http://www.ebi.ac.uk/efo/EFO_0006584,0.557,None
HS294T_SKIN,Hs 294T,Hs 294T,EFO:0006585,http://www.ebi.ac.uk/efo/EFO_0006585,0.999,None
HS675T_FIBROBLAST,Hs 675.T,Hs 675.T,EFO:0006587,http://www.ebi.ac.uk/efo/EFO_0006587,0.591,None
HS683_CENTRAL_NERVOUS_SYSTEM,Hs 683,Hs 683,EFO:0006441,http://www.ebi.ac.uk/efo/EFO_0006441,0.999,None
HS695T_SKIN,Hs 695T,Hs 695T,EFO:0006588,http://www.ebi.ac.uk/efo/EFO_0006588,1.0,None
HS746T_STOMACH,Hs 746T,Hs 746T,EFO:0006589,http://www.ebi.ac.uk/efo/EFO_0006589,0.999,None
HS766T_PANCREAS,Hs 766T,Hs 766T,EFO:0006590,http://www.ebi.ac.uk/efo/EFO_0006590,0.999,None
HS839T_FIBROBLAST,Hs 839.T,Hs 839.T,EFO:0006591,http://www.ebi.ac.uk/efo/EFO_0006591,0.572,None
HS852T_SKIN,Hs 852.T,Hs 852.T,EFO:0006592,http://www.ebi.ac.uk/efo/EFO_0006592,0.572,None
HS895T_FIBROBLAST,Hs 895.T,Hs 895.T,EFO:0006593,http://www.ebi.ac.uk/efo/EFO_0006593,0.587,None
HS936T_SKIN,Hs 936.T,Hs 936.T,EFO:0006594,http://www.ebi.ac.uk/efo/EFO_0006594,0.577,None
HS940T_FIBROBLAST,Hs 940.T,Hs 940.T,EFO:0006595,http://www.ebi.ac.uk/efo/EFO_0006595,0.584,None
HT1080_SOFT_TISSUE,HT-1080,HT1080,EFO:0002059,http://www.ebi.ac.uk/efo/EFO_0002059,0.682,None
HT115_LARGE_INTESTINE,HT115,HT115,EFO:0006442,http://www.ebi.ac.uk/efo/EFO_0006442,1.0,None
HT1197_URINARY_TRACT,HT-1197,HT1197,EFO:0002202,http://www.ebi.ac.uk/efo/EFO_0002202,0.687,None
HT1376_URINARY_TRACT,HT-1376,HT1376,EFO:0002203,http://www.ebi.ac.uk/efo/EFO_0002203,0.675,None
HT144_SKIN,HT-144,HT144,EFO:0006443,http://www.ebi.ac.uk/efo/EFO_0006443,0.586,None
HT29_LARGE_INTESTINE,HT-29,HT,EFO:0002200,http://www.ebi.ac.uk/efo/EFO_0002200,0.666,None
HT55_LARGE_INTESTINE,HT55,HT55,EFO:0006444,http://www.ebi.ac.uk/efo/EFO_0006444,0.999,None
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HT,hematocrit,EFO:0004348,http://www.ebi.ac.uk/efo/EFO_0004348,0.996,None
HUH1_LIVER,huH-1,HuH-7,EFO:0005384,http://www.ebi.ac.uk/efo/EFO_0005384,0.466,None
HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HuNS1,HuNS1,EFO:0002207,http://www.ebi.ac.uk/efo/EFO_0002207,0.989,None
HUPT3_PANCREAS,HUP-T3,tri-iodothyronine measurement,EFO:0009778,http://www.ebi.ac.uk/efo/EFO_0009778,0.519,None
HUPT4_PANCREAS,HUP-T4,HuPT4,EFO:0002208,http://www.ebi.ac.uk/efo/EFO_0002208,0.578,None
